feature,importance
High Price,0.003906748605532438
Price to Sales Ratio,0.003116033913091933
Low Price,0.0027350474528078897
Bid Price,0.00226639627905106
Ask Price,0.0020030247512731756
Dividend Indicated Yld - Gross,0.001882548002489528
Price Earnings Ratio,0.0018719574472697163
ihsg_return_1d,0.0018014079642743792
Moving Average 20 Day,0.0016025955810714057
cpi_index,0.0014133035172409676
ihsg_close,0.0012683305087912802
exchange_rate_usd_idr,0.0011207615698082918
Price Change 1 Day Percent,0.0010158547174544399
inflation_rate,0.001001915546116117
bi_rate,0.0009852904105295147
Price to Book Ratio,0.0009252762334841662
