feature,importance,model
t59_Bid Price,0.2628961028959334,lgbm
t59_Ask Price,0.18298349454468887,lgbm
t59_High Price,0.03947970790898009,lgbm
t59_Low Price,0.023652375957395947,lgbm
t59_Price to Sales Ratio,0.015137418271191583,lgbm
t57_Price to Sales Ratio,0.005962963297849695,lgbm
t58_Ask Price,0.005273120140841043,lgbm
t46_Moving Average 20 Day,0.003826170439630716,lgbm
t57_High Price,0.0033052488722249695,lgbm
t58_Bid Price,0.003282444465006264,lgbm
t58_Low Price,0.0029131607034101115,lgbm
t41_Price Earnings Ratio,0.0021081691459199103,lgbm
t54_Low Price,0.00209813975492145,lgbm
t58_High Price,0.001855352110075116,lgbm
t18_High Price,0.0017989662866838775,lgbm
t44_Price to Sales Ratio,0.0015570644173358104,lgbm
t19_Price Earnings Ratio,0.0014303521424787276,lgbm
t51_Price Earnings Ratio,0.0013552531037450966,lgbm
t36_Price Earnings Ratio,0.001312667093349904,lgbm
t59_Price Change 1 Day Percent,0.0010956353079955453,lgbm
t17_Low Price,0.001005920939216882,lgbm
t18_Price Change 1 Day Percent,0.0008589922231632477,lgbm
t59_Price Earnings Ratio,0.0008236282182012003,lgbm
t21_Moving Average 20 Day,0.0007696229543028016,lgbm
t32_Price Earnings Ratio,0.0007685591479233423,lgbm
t17_High Price,0.0006957498032861753,lgbm
t00_Moving Average 20 Day,0.0006868218539206949,lgbm
t18_Bid Price,0.0006549338040422231,lgbm
t51_Price Change 1 Day Percent,0.000613344444047764,lgbm
t56_Low Price,0.0006073392541078973,lgbm
t48_Moving Average 20 Day,0.0005924216452265495,lgbm
t59_Price to Book Ratio,0.000588682881412811,lgbm
t01_Moving Average 20 Day,0.0005396110683027276,lgbm
t40_Price to Book Ratio,0.000531655551148498,lgbm
t03_Ask Price,0.0005299420083146975,lgbm
t58_Price to Sales Ratio,0.0005262369774500453,lgbm
t45_Price Earnings Ratio,0.0005179849559395873,lgbm
t30_Price Earnings Ratio,0.0005099883410219881,lgbm
t55_Ask Price,0.0004885050682072368,lgbm
t07_Price Change 1 Day Percent,0.0004812409406123588,lgbm
t11_Ask Price,0.0004685911030706385,lgbm
t53_Price Earnings Ratio,0.00044220818867545723,lgbm
t54_Ask Price,0.00042824093906611413,lgbm
t24_Price to Book Ratio,0.0004142595833556178,lgbm
t16_Low Price,0.00040839509044473507,lgbm
t40_Price Earnings Ratio,0.0004069975152068858,lgbm
t53_Price to Sales Ratio,0.00040498890940668055,lgbm
t33_Price Earnings Ratio,0.0003772650905744192,lgbm
