feature,importance
Moving Average 20 Day,0.002533665818071168
Ask Price,0.0025255262362348816
Price to Book Ratio,0.002519295250607822
Low Price,0.0021504728024817365
inflation_rate,0.0019960812831745904
bi_rate,0.0018961309109877778
ihsg_return_1d,0.001713769257657309
Price Earnings Ratio,0.0016950026546312842
High Price,0.001628306072037985
Price to Sales Ratio,0.0015505774137929023
Dividend Indicated Yld - Gross,0.001512060709089197
Price Change 1 Day Percent,0.0014313189921611343
Bid Price,0.001418352623985984
cpi_index,0.0013631299735178337
ihsg_close,0.0012551575036973948
exchange_rate_usd_idr,0.0007486758861712882
