feature,importance
High Price,0.008654913596304444
Price Earnings Ratio,0.004831779872377715
Dividend Indicated Yld - Gross,0.004168560774996876
Low Price,0.003643210081305975
Price to Book Ratio,0.0031471496189866876
cpi_index,0.002785560305346735
exchange_rate_usd_idr,0.0018360871319115805
Price Change 1 Day Percent,0.001714979626315958
bi_rate,0.0006956886558327821
Bid Price,0.00040676728938706557
Price to Sales Ratio,0.00011008242261595544
Ask Price,0.00010372949570106941
Moving Average 20 Day,0.0
inflation_rate,0.0
ihsg_close,0.0
ihsg_return_1d,0.0
