feature,importance
Bid Price,107623022667.58499
bi_rate,107623022667.58438
Price to Sales Ratio,0.004234671108799127
Price to Book Ratio,0.003439247653473352
inflation_rate,0.0027332560359807976
High Price,0.0027266062699432526
Price Earnings Ratio,0.002395118988426805
Moving Average 20 Day,0.002253995516504102
cpi_index,0.002215321603581428
Price Change 1 Day Percent,0.002097906284397415
Ask Price,0.0018860398691307955
Low Price,0.0018280810794371139
ihsg_close,0.0018176576839962302
exchange_rate_usd_idr,0.0016402584379441216
ihsg_return_1d,0.001246853037045968
Dividend Indicated Yld - Gross,0.0011937331391191945
