feature,importance
High Price,0.00509116279472649
Low Price,0.005075168488707909
Bid Price,0.003473324350842058
Price to Book Ratio,0.002661760540235017
Ask Price,0.002305149874347325
Price to Sales Ratio,0.0022350116427300695
Moving Average 20 Day,0.0021815656595474647
Price Earnings Ratio,0.0021775684188031926
Dividend Indicated Yld - Gross,0.0015964698353215106
Price Change 1 Day Percent,0.0013285915475329919
