feature,importance
exchange_rate_usd_idr,0.004619299145027373
Ask Price,0.003799394909098433
Dividend Indicated Yld - Gross,0.0026390801979384046
Bid Price,0.00245809262948266
ihsg_close,0.0019151113853634648
Price to Book Ratio,0.0017681936415222786
Moving Average 20 Day,0.0015426610547971586
Price to Sales Ratio,0.0012740965482468418
High Price,0.0011602807067295847
Price Change 1 Day Percent,0.0010371753606401998
inflation_rate,0.0009217170796667537
bi_rate,0.0005895648276782618
Price Earnings Ratio,0.00012310534608938426
cpi_index,6.345736085980457e-05
Low Price,0.0
ihsg_return_1d,0.0
