feature,importance
Price to Sales Ratio,0.010158547193665674
exchange_rate_usd_idr,0.004738665676753346
Moving Average 20 Day,0.004415083562101548
Dividend Indicated Yld - Gross,0.004210395362590337
Ask Price,0.002298438062037648
Low Price,0.0016419938201498669
Bid Price,0.001374074728486853
High Price,0.0012401265218957432
Price Change 1 Day Percent,0.0011542676288324096
inflation_rate,0.00112959939494936
bi_rate,0.0006406483615541641
Price Earnings Ratio,0.00041386310890731144
cpi_index,0.00014169976244577097
Price to Book Ratio,0.0
ihsg_close,0.0
ihsg_return_1d,0.0
