"family","bank","case","seed","model","macro","optimize","rmse","mae","mape","mse","path"
"recurrent","BBNI","lstm_data","82","lstm","False","False","288.523531319371","199.460845947266","3.8210608959198","83245.828125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data_ga","42","lstm","False","False","339.401748485478","257.129852294922","5.00531387329102","115193.546875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data_ga\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data_ga","52","lstm","False","False","445.11095877882","335.369995117188","6.48890495300293","198123.765625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data_ga\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data_ga","62","lstm","False","False","458.203744937773","359.392150878906","7.01632928848267","209950.671875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data_ga\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data_ga","72","lstm","False","False","245.500779657621","176.992218017578","3.42719626426697","60270.6328125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data_ga\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data_ga","82","lstm","False","False","394.036007237917","317.548522949219","6.23400688171387","155264.375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data_ga\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro","42","lstm","True","False","514.911248420541","434.869537353516","8.60506057739258","265133.59375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro","52","lstm","True","False","462.465370325174","371.039367675781","7.26676225662232","213874.21875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro","62","lstm","True","False","435.250251292288","351.540863037109","6.89164924621582","189442.78125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro","72","lstm","True","False","576.460319536393","501.850891113281","9.98452281951904","332306.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro","82","lstm","True","False","462.283936017682","359.513702392578","7.03525257110596","213706.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro_ga","42","lstm","True","False","527.105391501548","415.433868408203","8.14117527008057","277840.09375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro_ga\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro_ga","52","lstm","True","False","515.314163884518","422.612152099609","8.32933521270752","265548.6875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro_ga\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro_ga","62","lstm","True","False","537.287312571216","422.433013916016","8.24460697174072","288677.65625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro_ga\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro_ga","72","lstm","True","False","363.542273160908","295.791809082031","5.81216859817505","132162.984375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro_ga\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_macro_ga","82","lstm","True","False","635.93823402906","544.431945800781","10.8371267318726","404417.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_macro_ga\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data","42","bilstm","False","False","587.543562214752","498.544555664063","9.59613132476807","345207.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data","52","bilstm","False","False","368.179113170479","259.949645996094","4.83589887619019","135555.859375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data","62","bilstm","False","False","677.490521151403","582.247253417969","11.2034940719604","458993.40625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data","72","bilstm","False","False","558.911302220665","477.877227783203","9.19532585144043","312381.84375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data\seed_72\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data","82","bilstm","False","False","436.392544763313","358.582489013672","6.86059427261353","190438.453125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data\seed_82\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data_ga","42","bilstm","False","False","555.418929727823","484.560699462891","9.37151432037354","308490.1875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data_ga\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data_ga","52","bilstm","False","False","748.969124864303","648.795776367188","12.4898929595947","560954.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data_ga\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data_ga","62","bilstm","False","False","489.925058044595","407.698211669922","7.82218074798584","240026.5625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data_ga\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data_ga","72","bilstm","False","False","314.07490647137","243.013595581055","4.62599277496338","98643.046875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data_ga\seed_72\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_data_ga","82","bilstm","False","False","839.531230806812","753.834899902344","14.6677684783936","704812.6875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_data_ga\seed_82\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro","42","bilstm","True","False","666.574522277892","560.009765625","10.7139921188354","444321.59375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro","52","bilstm","True","False","601.462800179695","483.664367675781","9.1696662902832","361757.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro","62","bilstm","True","False","650.987879111432","571.559448242188","11.0682134628296","423785.21875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro","72","bilstm","True","False","705.267901226194","632.472778320313","12.3410577774048","497402.8125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro\seed_72\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro","82","bilstm","True","False","613.821406233116","518.71044921875","9.95106506347656","376776.71875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro\seed_82\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro_ga","42","bilstm","True","False","647.556923173554","567.895263671875","10.9860515594482","419329.96875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro_ga\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro_ga","52","bilstm","True","False","1087.06382057357","992.814880371094","19.3718891143799","1181707.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro_ga\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro_ga","62","bilstm","True","False","586.36264909184","506.970306396484","9.77418327331543","343821.15625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro_ga\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro_ga","72","bilstm","True","False","507.147922824298","416.874908447266","7.94374847412109","257199.015625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro_ga\seed_72\BBRI\summary_pytorch.json"
"recurrent","BBRI","bilstm_macro_ga","82","bilstm","True","False","560.482325769511","483.389068603516","9.31615829467773","314140.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\bilstm_macro_ga\seed_82\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data","42","lstm","False","False","518.903441162226","425.491302490234","8.13705539703369","269260.78125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data","52","lstm","False","False","952.958354284173","857.696655273438","16.6869697570801","908129.625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data","62","lstm","False","False","616.003246744691","495.705169677734","9.39588737487793","379460","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data","72","lstm","False","False","889.355665636645","778.632751464844","15.0247230529785","790953.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data\seed_72\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data","82","lstm","False","False","685.323349777315","605.898864746094","11.7548236846924","469668.09375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data\seed_82\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data_ga","42","lstm","False","False","1195.95578931665","1116.74304199219","21.9506645202637","1430310.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data_ga\seed_42\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data_ga","52","lstm","False","False","723.05711651985","617.879699707031","11.8758583068848","522811.59375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data_ga\seed_52\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data_ga","62","lstm","False","False","604.38757742859","497.935241699219","9.49386501312256","365284.34375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data_ga\seed_62\BBRI\summary_pytorch.json"
"recurrent","BBRI","lstm_data_ga","72","lstm","False","False","397.294463370684","304.063079833984","5.73078298568726","157842.890625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBRI\lstm_data_ga\seed_72\BBRI\summary_pytorch.json"
