"family","bank","case","seed","model","macro","optimize","rmse","mae","mape","mse","path"
"recurrent","BBCA","bilstm_data","42","bilstm","False","False","1856.01320038409","1709.02770996094","18.2577819824219","3444785","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data","52","bilstm","False","False","2133.41803217279","1961.82800292969","20.9569320678711","4551472.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data","62","bilstm","False","False","2008.22234824732","1833.89086914063","19.5450172424316","4032957","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data","72","bilstm","False","False","1613.61713240781","1457.04724121094","15.4999151229858","2603760.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data","82","bilstm","False","False","1796.37844008438","1645.93957519531","17.5636577606201","3226975.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data_ga","42","bilstm","False","False","2056.66878714099","1915.55249023438","20.537841796875","4229886.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data_ga\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data_ga","52","bilstm","False","False","2263.13167977473","2110.1630859375","22.6229705810547","5121765","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data_ga\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data_ga","62","bilstm","False","False","2138.66967996463","1972.58740234375","21.0812397003174","4573908","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data_ga\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data_ga","72","bilstm","False","False","1197.66272380833","1078.33020019531","11.4591884613037","1434396","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data_ga\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_data_ga","82","bilstm","False","False","1818.22392735328","1686.71557617188","18.0660076141357","3305938.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_data_ga\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro","42","bilstm","True","False","2083.28754616351","1967.42370605469","21.1863765716553","4340087","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro","52","bilstm","True","False","2427.12422426212","2279.49780273438","24.499584197998","5890932","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro","62","bilstm","True","False","2461.48887870736","2342.32055664063","25.2872352600098","6058927.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro","72","bilstm","True","False","2671.00046798948","2519.32202148438","27.1127185821533","7134243.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro","82","bilstm","True","False","2386.74506388931","2241.35229492188","24.082878112793","5696552","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro_ga","42","bilstm","True","False","2241.5649667141","2116.61206054688","22.7911396026611","5024613.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro_ga\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro_ga","52","bilstm","True","False","2734.24413686854","2610.88305664063","28.2131881713867","7476091","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro_ga\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro_ga","62","bilstm","True","False","2553.88028302033","2425.77319335938","26.1734790802002","6522304.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro_ga\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro_ga","72","bilstm","True","False","1818.08594406315","1719.36328125","18.5243549346924","3305436.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro_ga\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","bilstm_macro_ga","82","bilstm","True","False","2354.94097590577","2247.26098632813","24.3027667999268","5545747","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\bilstm_macro_ga\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data","42","lstm","False","False","1571.04646653115","1417.20825195313","15.056755065918","2468187","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data","52","lstm","False","False","2156.7687636833","1992.39184570313","21.3042659759521","4651651.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data","62","lstm","False","False","2232.14661256827","2054.201171875","21.9403133392334","4982478.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data","72","lstm","False","False","2358.28200179707","2216.9013671875","23.8239479064941","5561494","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data","82","lstm","False","False","1992.35877793132","1825.61535644531","19.4717235565186","3969493.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data_ga","42","lstm","False","False","2481.08000677124","2345.3671875","25.2497711181641","6155758","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data_ga\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data_ga","52","lstm","False","False","2394.49650239878","2239.1728515625","24.029655456543","5733613.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data_ga\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data_ga","62","lstm","False","False","2151.95004588861","2003.03149414063","21.474292755127","4630889","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data_ga\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data_ga","72","lstm","False","False","663.79620837272","590.092468261719","6.2684178352356","440625.40625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data_ga\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_data_ga","82","lstm","False","False","2772.81075805761","2606.09936523438","28.012767791748","7688479.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_data_ga\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro","42","lstm","True","False","2619.85066368295","2489.46118164063","26.8584613800049","6863617.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro","52","lstm","True","False","2155.17563089415","2014.76806640625","21.6272354125977","4644782","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro","62","lstm","True","False","2535.8382243353","2411.802734375","26.023286819458","6430475.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro","72","lstm","True","False","2559.87206711585","2424.05126953125","26.117000579834","6552945","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro","82","lstm","True","False","2537.03232143384","2404.70581054688","25.9198913574219","6436533","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro_ga","42","lstm","True","False","2440.95380947694","2296.16845703125","24.6840381622314","5958255.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro_ga\seed_42\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro_ga","52","lstm","True","False","2432.13476189129","2273.14697265625","24.3941822052002","5915279.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro_ga\seed_52\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro_ga","62","lstm","True","False","2266.3885368577","2130.93041992188","22.909818649292","5136517","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro_ga\seed_62\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro_ga","72","lstm","True","False","2642.55700033131","2486.53833007813","26.730167388916","6983107.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro_ga\seed_72\BBCA\summary_pytorch.json"
"recurrent","BBCA","lstm_macro_ga","82","lstm","True","False","2860.7865177255","2746.568359375","29.7402648925781","8184099.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBCA\lstm_macro_ga\seed_82\BBCA\summary_pytorch.json"
"recurrent","BBNI","bilstm_data","42","bilstm","False","False","319.879286313603","234.840042114258","4.53722715377808","102322.7578125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data","52","bilstm","False","False","387.473285369456","305.848175048828","5.98180961608887","150135.546875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data","62","bilstm","False","False","395.381797285864","288.952667236328","5.56807422637939","156326.765625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data","72","bilstm","False","False","321.705270783679","243.738815307617","4.73521661758423","103494.28125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data","82","bilstm","False","False","254.821728432349","189.909744262695","3.69303107261658","64934.11328125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data_ga","42","bilstm","False","False","482.85409610461","376.803070068359","7.3625111579895","233148.078125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data_ga\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data_ga","52","bilstm","False","False","357.67450941813","270.406066894531","5.24586534500122","127931.0546875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data_ga\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data_ga","62","bilstm","False","False","253.706223132682","175.731094360352","3.37701368331909","64366.84765625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data_ga\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data_ga","72","bilstm","False","False","311.65470676696","243.839431762695","4.7924337387085","97128.65625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data_ga\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_data_ga","82","bilstm","False","False","431.824870462552","324.405548095703","6.2788143157959","186472.71875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_data_ga\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro","42","bilstm","True","False","432.24399937998","359.492370605469","7.08485555648804","186834.875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro","52","bilstm","True","False","492.049270271789","387.293518066406","7.54669094085693","242112.484375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro","62","bilstm","True","False","452.706737993814","358.508544921875","7.01721811294556","204943.390625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro","72","bilstm","True","False","545.000487385103","466.463073730469","9.25796318054199","297025.53125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro","82","bilstm","True","False","415.641559820478","321.132141113281","6.2540283203125","172757.90625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro_ga","42","bilstm","True","False","447.575971204889","377.412750244141","7.47711563110352","200324.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro_ga\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro_ga","52","bilstm","True","False","432.212458606875","349.584869384766","6.86396789550781","186807.609375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro_ga\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro_ga","62","bilstm","True","False","590.39293059792","497.869049072266","9.83814907073975","348563.8125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro_ga\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro_ga","72","bilstm","True","False","443.224988719048","366.294952392578","7.20701503753662","196448.390625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro_ga\seed_72\BBNI\summary_pytorch.json"
"recurrent","BBNI","bilstm_macro_ga","82","bilstm","True","False","359.469096376865","297.423492431641","5.87276983261108","129218.03125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\bilstm_macro_ga\seed_82\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data","42","lstm","False","False","343.052428573243","268.094390869141","5.23709154129028","117684.96875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data\seed_42\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data","52","lstm","False","False","392.105534263417","304.352874755859","5.92857027053833","153746.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data\seed_52\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data","62","lstm","False","False","522.068541955939","430.423065185547","8.47004413604736","272555.5625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data\seed_62\BBNI\summary_pytorch.json"
"recurrent","BBNI","lstm_data","72","lstm","False","False","329.831396322424","231.369216918945","4.43564224243164","108788.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_study_full\BBNI\lstm_data\seed_72\BBNI\summary_pytorch.json"
