"bank","case","seed","model","macro","optimize","rmse","mae","mape","mse","path"
"BBRI","informer_data_random","82","informer","False","True","513.244611515796","400.64208984375","7.55138254165649","263420.03125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_data_random\seed_82\BBRI\summary_transformer.json"
"BBRI","informer_macro","42","informer","True","False","441.029442044406","345.281768798828","6.53367471694946","194506.96875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro\seed_42\BBRI\summary_transformer.json"
"BBRI","informer_macro","52","informer","True","False","351.756296585434","287.174011230469","5.71226024627686","123732.4921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro\seed_52\BBRI\summary_transformer.json"
"BBRI","informer_macro","62","informer","True","False","415.010259662337","301.29443359375","5.61655044555664","172233.515625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro\seed_62\BBRI\summary_transformer.json"
"BBRI","informer_macro","72","informer","True","False","330.036598349335","260.278381347656","5.02543497085571","108924.15625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro\seed_72\BBRI\summary_transformer.json"
"BBRI","informer_macro","82","informer","True","False","358.232270147456","287.912536621094","5.55927467346191","128330.359375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro\seed_82\BBRI\summary_transformer.json"
"BBRI","informer_macro_random","42","informer","True","True","377.627751562302","334.6787109375","7.08673763275146","142602.71875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro_random\seed_42\BBRI\summary_transformer.json"
"BBRI","informer_macro_random","52","informer","True","True","664.908851836099","514.152587890625","9.65030670166016","442103.78125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro_random\seed_52\BBRI\summary_transformer.json"
"BBRI","informer_macro_random","62","informer","True","True","240.086515981739","184.168716430664","3.56291007995605","57641.53515625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro_random\seed_62\BBRI\summary_transformer.json"
"BBRI","informer_macro_random","72","informer","True","True","734.798696923178","570.390197753906","10.7062110900879","539929.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro_random\seed_72\BBRI\summary_transformer.json"
"BBRI","informer_macro_random","82","informer","True","True","454.955423640602","372.855529785156","7.12334060668945","206984.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBRI\informer_macro_random\seed_82\BBRI\summary_transformer.json"
"BBTN","autoformer_data","42","autoformer","False","False","170.67862595936","157.288970947266","11.8730688095093","29131.193359375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data\seed_42\BBTN\summary_transformer.json"
"BBTN","autoformer_data","52","autoformer","False","False","91.0798070375646","74.0020523071289","5.54337501525879","8295.53125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data\seed_52\BBTN\summary_transformer.json"
"BBTN","autoformer_data","62","autoformer","False","False","81.5370470342316","65.0249252319336","4.79866170883179","6648.2900390625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data\seed_62\BBTN\summary_transformer.json"
"BBTN","autoformer_data","72","autoformer","False","False","186.361418016176","172.425064086914","13.1286430358887","34730.578125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data\seed_72\BBTN\summary_transformer.json"
"BBTN","autoformer_data","82","autoformer","False","False","161.323202860748","146.286880493164","11.1587953567505","26025.17578125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data\seed_82\BBTN\summary_transformer.json"
"BBTN","autoformer_data_random","42","autoformer","False","True","142.173811154252","126.02027130127","9.55412197113037","20213.392578125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data_random\seed_42\BBTN\summary_transformer.json"
"BBTN","autoformer_data_random","52","autoformer","False","True","109.412895220924","91.3009490966797","6.88905429840088","11971.181640625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data_random\seed_52\BBTN\summary_transformer.json"
"BBTN","autoformer_data_random","62","autoformer","False","True","207.431690563424","197.340591430664","14.9634809494019","43027.90625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data_random\seed_62\BBTN\summary_transformer.json"
"BBTN","autoformer_data_random","72","autoformer","False","True","131.229611511655","119.085845947266","9.06537055969238","17221.2109375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data_random\seed_72\BBTN\summary_transformer.json"
"BBTN","autoformer_data_random","82","autoformer","False","True","109.802068016158","89.1599197387695","6.51371908187866","12056.494140625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_data_random\seed_82\BBTN\summary_transformer.json"
"BBTN","autoformer_macro","42","autoformer","True","False","242.567186246924","231.574981689453","17.4829120635986","58838.83984375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro\seed_42\BBTN\summary_transformer.json"
"BBTN","autoformer_macro","52","autoformer","True","False","130.360587650179","110.838249206543","8.45744705200195","16993.8828125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro\seed_52\BBTN\summary_transformer.json"
"BBTN","autoformer_macro","62","autoformer","True","False","180.892357278783","159.917953491211","11.9874048233032","32722.044921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro\seed_62\BBTN\summary_transformer.json"
"BBTN","autoformer_macro","72","autoformer","True","False","127.750584789513","108.649452209473","8.27164840698242","16320.2119140625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro\seed_72\BBTN\summary_transformer.json"
"BBTN","autoformer_macro","82","autoformer","True","False","77.2171659843603","60.9326972961426","4.60417985916138","5962.49072265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro\seed_82\BBTN\summary_transformer.json"
"BBTN","autoformer_macro_random","42","autoformer","True","True","333.169087138948","319.490142822266","23.925724029541","111001.640625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro_random\seed_42\BBTN\summary_transformer.json"
"BBTN","autoformer_macro_random","52","autoformer","True","True","120.941803863987","102.637023925781","7.77388572692871","14626.919921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro_random\seed_52\BBTN\summary_transformer.json"
"BBTN","autoformer_macro_random","62","autoformer","True","True","317.777179699078","302.871551513672","22.4640064239502","100982.3359375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro_random\seed_62\BBTN\summary_transformer.json"
"BBTN","autoformer_macro_random","72","autoformer","True","True","169.737279760885","153.869186401367","11.495192527771","28810.744140625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro_random\seed_72\BBTN\summary_transformer.json"
"BBTN","autoformer_macro_random","82","autoformer","True","True","342.264506175414","334.234344482422","24.9614429473877","117144.9921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\autoformer_macro_random\seed_82\BBTN\summary_transformer.json"
"BBTN","informer_data","42","informer","False","False","81.2609878387609","72.7328262329102","5.51737070083618","6603.34814453125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data\seed_42\BBTN\summary_transformer.json"
"BBTN","informer_data","52","informer","False","False","40.6092592702276","32.5958404541016","2.39867091178894","1649.11193847656","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data\seed_52\BBTN\summary_transformer.json"
"BBTN","informer_data","62","informer","False","False","51.0705533161295","42.655948638916","3.2122974395752","2608.20141601563","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data\seed_62\BBTN\summary_transformer.json"
"BBTN","informer_data","72","informer","False","False","36.5337259907284","27.8557720184326","2.04228210449219","1334.71313476563","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data\seed_72\BBTN\summary_transformer.json"
"BBTN","informer_data","82","informer","False","False","60.0818289657946","51.3077011108398","3.85149765014648","3609.826171875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data\seed_82\BBTN\summary_transformer.json"
"BBTN","informer_data_random","42","informer","False","True","57.8356478151937","48.927173614502","3.66846776008606","3344.96215820313","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data_random\seed_42\BBTN\summary_transformer.json"
"BBTN","informer_data_random","52","informer","False","True","57.6981914693011","50.1152420043945","3.73934626579285","3329.08129882813","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data_random\seed_52\BBTN\summary_transformer.json"
"BBTN","informer_data_random","62","informer","False","True","26.7468282655276","19.7567501068115","1.45370018482208","715.392822265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data_random\seed_62\BBTN\summary_transformer.json"
"BBTN","informer_data_random","72","informer","False","True","42.0668500490217","34.8206977844238","2.5842707157135","1769.61987304688","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data_random\seed_72\BBTN\summary_transformer.json"
"BBTN","informer_data_random","82","informer","False","True","30.6795024822534","22.9760780334473","1.68018543720245","941.231872558594","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_data_random\seed_82\BBTN\summary_transformer.json"
"BBTN","informer_macro","42","informer","True","False","113.358654589372","93.0233764648438","7.0064811706543","12850.1845703125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_macro\seed_42\BBTN\summary_transformer.json"
