feature,importance
Moving Average 20 Day,0.001921654819546205
Bid Price,0.0017517087640302811
Low Price,0.0016482873479881468
High Price,0.0015975104607626393
ihsg_close,0.001439886338225268
inflation_rate,0.001252101281170225
Price to Sales Ratio,0.0012024604136278022
cpi_index,0.001183752045588035
ihsg_return_1d,0.0011287830693621373
Price to Book Ratio,0.0011239622235255733
Ask Price,0.0010364644190664065
Dividend Indicated Yld - Gross,0.0009883174486746788
Price Earnings Ratio,0.0009185123842270493
bi_rate,0.0008110282215838229
Price Change 1 Day Percent,0.0007769509939079822
exchange_rate_usd_idr,0.00035349077374049234
