feature,importance
Moving Average 20 Day,0.013298386430445437
Ask Price,0.012115625601210116
Bid Price,0.011163109231145224
Price to Sales Ratio,0.00509312436204507
Price to Book Ratio,0.004641012064207139
Low Price,0.004306750492348025
Dividend Indicated Yld - Gross,0.0004806600918527695
Price Change 1 Day Percent,9.776706186433633e-05
High Price,7.811565107356672e-07
Price Earnings Ratio,0.0
