feature,importance,model
t00_Moving Average 20 Day,0.18381440271852356,lgbm
t59_Ask Price,0.11890348247468668,lgbm
t59_Bid Price,0.09917003262831711,lgbm
t01_Bid Price,0.09605023504268927,lgbm
t49_Moving Average 20 Day,0.07974378662596977,lgbm
t38_Low Price,0.04651081705434701,lgbm
t01_Moving Average 20 Day,0.04238916658721175,lgbm
t55_Low Price,0.02635484714170311,lgbm
t59_High Price,0.025845492599706303,lgbm
t05_Moving Average 20 Day,0.02107996170914863,lgbm
t59_Low Price,0.01956835021402489,lgbm
t58_Ask Price,0.019151639926377195,lgbm
t03_Moving Average 20 Day,0.018637834626216668,lgbm
t34_Bid Price,0.017932868845800188,lgbm
t58_Low Price,0.016824151549781344,lgbm
t57_Price to Sales Ratio,0.01657007975813482,lgbm
t11_Price to Sales Ratio,0.015793478257569084,lgbm
t26_Ask Price,0.014978512442059123,lgbm
t27_Ask Price,0.01238837137327625,lgbm
t57_Ask Price,0.01108998359723785,lgbm
t10_High Price,0.010622807289439422,lgbm
t27_Bid Price,0.00942770494397891,lgbm
t57_High Price,0.008403459242779271,lgbm
t50_Moving Average 20 Day,0.00827566349695175,lgbm
t34_Moving Average 20 Day,0.007105100981259039,lgbm
t00_Bid Price,0.0068714749031512775,lgbm
t16_bi_rate,0.0068118624230671014,lgbm
t48_High Price,0.006701876858624831,lgbm
t33_Moving Average 20 Day,0.006274027289174713,lgbm
t15_Moving Average 20 Day,0.0062299331546292695,lgbm
t59_Price to Sales Ratio,0.00622344263208688,lgbm
t16_High Price,0.005756840448125182,lgbm
t49_High Price,0.005483782050566215,lgbm
t30_Dividend Indicated Yld - Gross,0.005401396115908764,lgbm
t48_ihsg_close,0.0048427527374796065,lgbm
t56_Ask Price,0.0047604521549922865,lgbm
t42_Bid Price,0.0047128770320325674,lgbm
t16_Ask Price,0.0045032738449466,lgbm
t28_Moving Average 20 Day,0.004309760275975524,lgbm
t15_Low Price,0.004119897312614017,lgbm
t45_Bid Price,0.00403790237248592,lgbm
t04_High Price,0.003929481011508659,lgbm
t02_Price to Sales Ratio,0.003897960039339929,lgbm
t18_bi_rate,0.003881190165526734,lgbm
t49_Ask Price,0.0038493330576071815,lgbm
t52_Bid Price,0.003844178008664101,lgbm
t03_Low Price,0.003757191028719195,lgbm
t58_Price to Sales Ratio,0.0037402489463464117,lgbm
t40_Price to Sales Ratio,0.003651026761404222,lgbm
t16_Moving Average 20 Day,0.003539351613429484,lgbm
t26_Low Price,0.00352495214607452,lgbm
t12_Price to Sales Ratio,0.0034221434561425425,lgbm
t51_Low Price,0.003351333881241168,lgbm
t59_ihsg_close,0.003350029784658515,lgbm
t48_Price Earnings Ratio,0.003343369875449488,lgbm
t32_Ask Price,0.002964701595691242,lgbm
t50_Low Price,0.002846846039357799,lgbm
t48_Ask Price,0.0028046235396896003,lgbm
t21_Low Price,0.0027996056022977947,lgbm
t39_Low Price,0.002500728242431931,lgbm
t03_bi_rate,0.002409881172358367,lgbm
t18_Bid Price,0.0023857957387056687,lgbm
t57_Price Earnings Ratio,0.0023552836136693104,lgbm
t29_Price Earnings Ratio,0.002350845196975013,lgbm
t14_Moving Average 20 Day,0.0023445808486064817,lgbm
t11_Low Price,0.002111578837690338,lgbm
t02_Low Price,0.002020837846624576,lgbm
t45_Price to Sales Ratio,0.001963651301526195,lgbm
t07_bi_rate,0.0019076347748518809,lgbm
t33_Low Price,0.0018255362851425075,lgbm
t18_Ask Price,0.0018054924961657924,lgbm
t33_Ask Price,0.001752232994031837,lgbm
t13_Low Price,0.0017475945067935185,lgbm
t01_High Price,0.0017434261187386064,lgbm
t37_bi_rate,0.0017325794513173539,lgbm
t20_Ask Price,0.0017243328971810815,lgbm
t32_Price to Sales Ratio,0.001591410780114107,lgbm
t50_Price to Sales Ratio,0.0015298982785254735,lgbm
t30_Moving Average 20 Day,0.001524384361054272,lgbm
t29_Moving Average 20 Day,0.0015197526913079535,lgbm
t13_Moving Average 20 Day,0.0014693871501762184,lgbm
t00_Ask Price,0.0014043601986660516,lgbm
t57_ihsg_close,0.0013784786853659574,lgbm
t51_Price to Sales Ratio,0.0013640927781350602,lgbm
t58_Bid Price,0.0013329418534958376,lgbm
t42_Price to Sales Ratio,0.001243580339476976,lgbm
t45_Ask Price,0.0011852631873533687,lgbm
t23_bi_rate,0.0010798435486356502,lgbm
t48_Price to Sales Ratio,0.001061547040821264,lgbm
t52_Price to Sales Ratio,0.0010402996496769686,lgbm
t31_Moving Average 20 Day,0.0010300007730193116,lgbm
t42_Low Price,0.0010216997357001087,lgbm
t53_Price to Sales Ratio,0.000934893680600408,lgbm
t43_High Price,0.0009229766515888799,lgbm
t46_ihsg_close,0.0008992091949568628,lgbm
t23_Low Price,0.0008775765431104449,lgbm
t32_Price Earnings Ratio,0.0008085684179798268,lgbm
t30_High Price,0.0008084278211969497,lgbm
t05_cpi_index,0.000805703831229741,lgbm
t48_Low Price,0.0007515312590669876,lgbm
t58_ihsg_close,0.0007457600073273162,lgbm
t55_High Price,0.0007251721415944049,lgbm
t40_Ask Price,0.0006980878907592871,lgbm
t26_High Price,0.0006920348914010947,lgbm
t39_High Price,0.0006742804520573711,lgbm
t18_High Price,0.0006742209601340242,lgbm
t35_Low Price,0.0006214429990671532,lgbm
t07_cpi_index,0.000596392589830933,lgbm
t06_cpi_index,0.0005919830136110193,lgbm
t52_High Price,0.0005701718716905027,lgbm
t22_ihsg_close,0.0005544087652294676,lgbm
t33_High Price,0.0005359733647901297,lgbm
t05_Price to Book Ratio,0.0005059537769905447,lgbm
t17_Low Price,0.0005033776472571648,lgbm
t08_Moving Average 20 Day,0.0004932483080940245,lgbm
t08_Low Price,0.0004829490707618019,lgbm
t51_ihsg_close,0.00046369949610043057,lgbm
t20_Bid Price,0.0004523465022863529,lgbm
t17_Moving Average 20 Day,0.00043898222569982887,lgbm
t49_ihsg_close,0.00043387994800468465,lgbm
t22_High Price,0.0004302154090252851,lgbm
t22_Price to Book Ratio,0.0003984141612456817,lgbm
t34_ihsg_close,0.0003955654017443191,lgbm
t43_ihsg_close,0.00038268972787799824,lgbm
t21_Ask Price,0.00038024838463482136,lgbm
t49_Price Earnings Ratio,0.0003731267368905025,lgbm
t48_Dividend Indicated Yld - Gross,0.0003678366120946426,lgbm
t26_Moving Average 20 Day,0.00036681507394295944,lgbm
t59_Price to Book Ratio,0.000354910148152108,lgbm
t59_Price Change 1 Day Percent,0.0003499502441425095,lgbm
t14_Dividend Indicated Yld - Gross,0.0003474728976918826,lgbm
t58_Dividend Indicated Yld - Gross,0.0003359522225812862,lgbm
t16_Low Price,0.0003291315538422238,lgbm
t29_Low Price,0.0003116529102905361,lgbm
t37_ihsg_close,0.0003042382214558119,lgbm
t54_Low Price,0.0002986381736608113,lgbm
t19_High Price,0.00029470276441596053,lgbm
t41_Ask Price,0.0002862258117472524,lgbm
t41_High Price,0.00028318952427395003,lgbm
t44_Price to Book Ratio,0.00027369340400083386,lgbm
t12_High Price,0.00027137608506170674,lgbm
t27_Moving Average 20 Day,0.00026507766293714773,lgbm
t02_ihsg_close,0.0002648881300213499,lgbm
t44_Low Price,0.0002646691826281762,lgbm
t27_ihsg_close,0.0002636272885955322,lgbm
t24_Dividend Indicated Yld - Gross,0.000262406483637474,lgbm
t58_High Price,0.0002574287811949885,lgbm
t05_Price Earnings Ratio,0.00025623376106360485,lgbm
t22_Dividend Indicated Yld - Gross,0.0002555281175260228,lgbm
t11_ihsg_close,0.00024882847057109347,lgbm
t46_Moving Average 20 Day,0.00024775426877476583,lgbm
t29_Price to Sales Ratio,0.00024677605154797567,lgbm
t59_ihsg_return_1d,0.00024674316458407803,lgbm
t02_Price Earnings Ratio,0.00022706986596304684,lgbm
t47_Dividend Indicated Yld - Gross,0.00022637262613414095,lgbm
t16_Dividend Indicated Yld - Gross,0.0002253211214866879,lgbm
t00_Price to Sales Ratio,0.00022385203661900275,lgbm
t41_Moving Average 20 Day,0.00022161681655232104,lgbm
t10_Low Price,0.00021978284033004482,lgbm
t49_Price to Sales Ratio,0.00021859254866956414,lgbm
t37_Price to Book Ratio,0.0002120385740314876,lgbm
t58_Price to Book Ratio,0.00020821587339553242,lgbm
t20_ihsg_close,0.0002043733292960892,lgbm
t21_High Price,0.0002004303144773838,lgbm
t07_Price Earnings Ratio,0.00019706521333133644,lgbm
t32_Bid Price,0.00019407179845394576,lgbm
t17_Price Change 1 Day Percent,0.00019132375503854595,lgbm
t36_Ask Price,0.00019081880208743167,lgbm
t04_inflation_rate,0.0001869578980304079,lgbm
t41_Dividend Indicated Yld - Gross,0.0001847700808589409,lgbm
t21_Price to Book Ratio,0.0001847535774314054,lgbm
t21_Bid Price,0.00018451407473749976,lgbm
t41_ihsg_close,0.00018405655576141496,lgbm
t42_Price Change 1 Day Percent,0.00018294317304288986,lgbm
t07_Moving Average 20 Day,0.00018239708170755071,lgbm
t01_Ask Price,0.00018080899549120338,lgbm
t13_Price Change 1 Day Percent,0.00017830177645888508,lgbm
t06_Price Change 1 Day Percent,0.0001734950116909447,lgbm
t43_Dividend Indicated Yld - Gross,0.00016836600628865436,lgbm
t36_ihsg_close,0.000166685091356835,lgbm
t40_Moving Average 20 Day,0.00016496053029982225,lgbm
t02_Price Change 1 Day Percent,0.00016482881984739868,lgbm
t53_Dividend Indicated Yld - Gross,0.00016445869166992186,lgbm
t31_Low Price,0.00016438092426437288,lgbm
t38_Ask Price,0.00016219616814509502,lgbm
t46_Low Price,0.0001614098388466934,lgbm
t56_ihsg_close,0.0001591890243098785,lgbm
t13_ihsg_close,0.00015580891922048953,lgbm
t20_High Price,0.00015560415538573075,lgbm
t07_Price to Sales Ratio,0.00015442240392368652,lgbm
t00_Low Price,0.00015355402889801254,lgbm
t46_Price to Book Ratio,0.00015135579308187997,lgbm
t12_Low Price,0.00014931435510082236,lgbm
t36_ihsg_return_1d,0.0001467594589264368,lgbm
t02_Ask Price,0.00014255384889286585,lgbm
t07_Low Price,0.00014240575314316655,lgbm
t01_Low Price,0.00014199115480266025,lgbm
t12_Price Change 1 Day Percent,0.00014195813180118533,lgbm
t10_bi_rate,0.0001412113079783541,lgbm
t45_High Price,0.00014054816234869517,lgbm
t24_ihsg_close,0.00014005352917638233,lgbm
t26_ihsg_return_1d,0.0001395823383729401,lgbm
t56_Low Price,0.00013899429647372475,lgbm
t31_Price to Book Ratio,0.00013710159634620485,lgbm
t22_Price Change 1 Day Percent,0.00013623675896358014,lgbm
t13_Ask Price,0.00013462676139849985,lgbm
t21_Price Earnings Ratio,0.00013383086038634638,lgbm
t51_Ask Price,0.00013285899266002291,lgbm
t00_ihsg_close,0.00013108387818342576,lgbm
t52_Price Change 1 Day Percent,0.00012934000580725483,lgbm
t02_Price to Book Ratio,0.0001262964597778834,lgbm
t09_cpi_index,0.00012531593950980836,lgbm
t55_ihsg_return_1d,0.00012479359110293092,lgbm
t22_Price to Sales Ratio,0.00012417384025812652,lgbm
t21_Price to Sales Ratio,0.00012409812792932453,lgbm
t53_ihsg_close,0.0001238218064402161,lgbm
t09_Moving Average 20 Day,0.00012213373408934442,lgbm
t30_Ask Price,0.0001203065284992447,lgbm
t50_High Price,0.00011959899105993147,lgbm
t59_Dividend Indicated Yld - Gross,0.0001183319781442785,lgbm
t54_ihsg_close,0.00011797067632737718,lgbm
t53_ihsg_return_1d,0.00011605758353129906,lgbm
t36_Price Change 1 Day Percent,0.00011605709708652018,lgbm
t43_Low Price,0.000115339980568044,lgbm
t07_ihsg_return_1d,0.00011466515010573798,lgbm
