epoch,train_loss,val_loss,lr,train_seconds,val_seconds,epoch_seconds
1,0.394698750374565,0.22569996889654573,0.001,0.6919140280001557,0.020164125000064814,0.712101864000033
2,0.21724773599469105,0.20696295846453358,0.001,0.09762356500004898,0.010614415999953053,0.10825920099978248
3,0.19552517416870294,0.23199362608241592,0.001,0.0984081269998569,0.010497024000187594,0.10891603100003522
4,0.16495273313001066,0.21324883340608267,0.001,0.09920716999999968,0.010571334999895043,0.10978660499995385
5,0.16232680444435407,0.2659744371796821,0.001,0.09894060500005253,0.01041047300009268,0.10935905800010914
6,0.16041838439134715,0.2759160879469696,0.001,0.10000657299997329,0.010623026000075697,0.1106376679999812
7,0.1533096300231086,0.2729991632915321,0.001,0.10027997599991068,0.01042570300000989,0.11071060900007978
8,0.14188818705124667,0.31235805845066106,0.001,0.09795902000018941,0.010647906000031071,0.10861552700021093
9,0.14391984747302147,0.3350275019248882,0.001,0.09493779400008862,0.010087407000128223,0.105033241000001
10,0.13223490758822384,0.28785966993211864,0.001,0.09753862299999128,0.010263651000059326,0.10781085499979781
11,0.12982250020495453,0.3284985573315398,0.0005,0.10013893499990445,0.010715977000018029,0.11088340199989943
12,0.12899663750629697,0.31382740001543696,0.0005,0.0969931249999263,0.010429322999925716,0.10743110700013858
13,0.1279987157032054,0.3200507837766673,0.0005,0.09365470299985645,0.010288691000141625,0.10394907399995645
14,0.12449198200711213,0.3206978047609607,0.0005,0.09774871699983123,0.010442352999916693,0.10819932000003973
15,0.12757995925496557,0.311821999566712,0.0005,0.0929309519999606,0.010212229999979172,0.10314780099997733
16,0.12365386584326357,0.3273172108478202,0.0005,0.09655368800008546,0.01005894700006138,0.1066207349999786
17,0.1196572913063897,0.31625037047239174,0.0005,0.09141470800000207,0.01028840100002526,0.10170767799991154
18,0.12397554475133137,0.3294195187102248,0.0005,0.092650317999869,0.010250820000010208,0.10290586699989035
19,0.1190261604644919,0.33586429015218794,0.0005,0.09299129299984088,0.010245768999993743,0.10324150299993562
20,0.11650957083296178,0.3242463448838198,0.00025,0.09613129099989237,0.010416352999982337,0.10656858400011515
21,0.11559350695661319,0.3299999905007702,0.00025,0.09709995599996546,0.010539724999944156,0.10764959099992666
22,0.11327399591177595,0.33566425093786145,0.00025,0.09496936400000777,0.010432453000021269,0.10541107600010946
