feature,importance
High Price,0.004919129972511852
Bid Price,0.0036703941062786946
Low Price,0.0033547946284133616
cpi_index,0.002987252824132612
Price to Sales Ratio,0.002731508888736551
bi_rate,0.0024447027688123198
Price to Book Ratio,0.002231873808534035
Price Change 1 Day Percent,0.0022254941014207743
Moving Average 20 Day,0.001995757269494908
inflation_rate,0.0019504824248744016
Dividend Indicated Yld - Gross,0.0019460538600484612
exchange_rate_usd_idr,0.001811658306124039
Ask Price,0.0016117046349428627
ihsg_close,0.0015988811244118859
ihsg_return_1d,0.0015688620653823314
Price Earnings Ratio,0.0009681555196221689
