feature,importance
Price to Book Ratio,3714040640457.4956
bi_rate,1857020320228.7478
Price Change 1 Day Percent,1857020320228.7466
Ask Price,0.0036342502354742077
Moving Average 20 Day,0.0028844408582448054
Price to Sales Ratio,0.0028333063850391176
inflation_rate,0.0025374118423588457
Dividend Indicated Yld - Gross,0.002502123522103398
exchange_rate_usd_idr,0.002052359904653601
High Price,0.0019202481079334762
cpi_index,0.0018766854739004787
Low Price,0.001825457991465814
Price Earnings Ratio,0.001644955111893433
Bid Price,0.0012849024625786324
ihsg_return_1d,0.0010557649627620455
ihsg_close,0.0008899047737750549
