feature,importance
Moving Average 20 Day,0.003545156275000696
Price Change 1 Day Percent,0.0021698544058080123
Bid Price,0.0021422319110258204
exchange_rate_usd_idr,0.0018616798841720311
cpi_index,0.0018058019523031173
High Price,0.0017720210458967176
Price Earnings Ratio,0.0016105249149605066
Price to Book Ratio,0.0015896831658544085
Price to Sales Ratio,0.001509557572089527
Low Price,0.0014685407915088656
ihsg_close,0.0014207694497586063
ihsg_return_1d,0.0013382235042923604
bi_rate,0.0011146771305866124
inflation_rate,0.0009561050205961323
Ask Price,0.000726086278808974
Dividend Indicated Yld - Gross,0.0006999710189388846
