feature,importance,model
t59_Bid Price,0.25080138,xgb
t59_Ask Price,0.15942532,xgb
t59_High Price,0.04861648,xgb
t59_Low Price,0.033232547,xgb
t59_Price to Sales Ratio,0.013157525,xgb
t58_Ask Price,0.003638394,xgb
t58_Bid Price,0.0036204024,xgb
t58_Low Price,0.003194936,xgb
t57_Price to Sales Ratio,0.002041758,xgb
t47_Moving Average 20 Day,0.001927134,xgb
t59_Price to Book Ratio,0.0015992551,xgb
t57_High Price,0.0014383951,xgb
t51_Moving Average 20 Day,0.0012772984,xgb
t58_High Price,0.0012220494,xgb
t55_Bid Price,0.0012020515,xgb
t57_Low Price,0.001154431,xgb
t56_Low Price,0.00070753787,xgb
t54_Low Price,0.00070340687,xgb
t56_Bid Price,0.00066273985,xgb
t53_Ask Price,0.0006074041,xgb
t55_Ask Price,0.0006004991,xgb
t32_Moving Average 20 Day,0.0005672634,xgb
t58_Price to Sales Ratio,0.0005428587,xgb
t52_Price Earnings Ratio,0.0005225771,xgb
t57_Ask Price,0.0005020651,xgb
t56_High Price,0.000462642,xgb
t53_Price Earnings Ratio,0.00043163984,xgb
t18_High Price,0.00041744637,xgb
t56_Price Earnings Ratio,0.00040346172,xgb
t51_Price Earnings Ratio,0.00038772592,xgb
t55_High Price,0.0003513924,xgb
t54_Ask Price,0.00032876348,xgb
t56_Price to Sales Ratio,0.00032262682,xgb
t58_Price to Book Ratio,0.00031595383,xgb
t21_Bid Price,0.0002709782,xgb
t55_Low Price,0.0002329208,xgb
t54_Price to Sales Ratio,0.00023110099,xgb
t48_Moving Average 20 Day,0.00023082578,xgb
t29_Bid Price,0.00022415446,xgb
t31_Moving Average 20 Day,0.00022125986,xgb
t30_Moving Average 20 Day,0.00020644725,xgb
t33_Moving Average 20 Day,0.0002060094,xgb
t19_High Price,0.00019545021,xgb
t49_Moving Average 20 Day,0.00019063952,xgb
t19_Ask Price,0.00018141666,xgb
t43_High Price,0.0001723763,xgb
t54_Bid Price,0.00016862054,xgb
t54_Moving Average 20 Day,0.00014864042,xgb
t42_Ask Price,0.00013746106,xgb
t17_Ask Price,0.00013482901,xgb
t29_High Price,0.00013468083,xgb
t19_Bid Price,0.00013343949,xgb
t54_Price Earnings Ratio,0.00013000352,xgb
t20_High Price,0.00011942906,xgb
t57_Bid Price,0.00011711886,xgb
t19_Low Price,0.0001161195,xgb
t23_High Price,9.492042e-05,xgb
t21_Price to Sales Ratio,9.4581985e-05,xgb
t21_Low Price,8.4622e-05,xgb
t13_High Price,8.406378e-05,xgb
t04_Price to Book Ratio,0.0,xgb
t04_Price Earnings Ratio,0.0,xgb
t04_Dividend Indicated Yld - Gross,0.0,xgb
t04_Price Change 1 Day Percent,0.0,xgb
t05_Ask Price,0.0,xgb
t05_Bid Price,0.0,xgb
t05_High Price,0.0,xgb
t05_Low Price,0.0,xgb
t05_Moving Average 20 Day,0.0,xgb
t05_Price to Sales Ratio,0.0,xgb
t05_Price to Book Ratio,0.0,xgb
t05_Price Earnings Ratio,0.0,xgb
t05_Dividend Indicated Yld - Gross,0.0,xgb
t05_Price Change 1 Day Percent,0.0,xgb
t06_Ask Price,0.0,xgb
t06_Bid Price,0.0,xgb
t06_High Price,0.0,xgb
t06_Low Price,0.0,xgb
t06_Moving Average 20 Day,0.0,xgb
t06_Price to Sales Ratio,0.0,xgb
t06_Price to Book Ratio,0.0,xgb
t06_Price Earnings Ratio,0.0,xgb
