feature,importance
Moving Average 20 Day,0.002822878264508162
ihsg_return_1d,0.0025378414699635103
ihsg_close,0.0024641068243396115
Ask Price,0.002371332352915392
Price Change 1 Day Percent,0.002357241922494477
Low Price,0.002231615277538214
High Price,0.002048175093266185
bi_rate,0.0018399016898780032
Price to Book Ratio,0.0018265839697847596
exchange_rate_usd_idr,0.0018154789729896718
Dividend Indicated Yld - Gross,0.0017043123134522914
Bid Price,0.0016794078703639688
inflation_rate,0.0013175542969511664
Price Earnings Ratio,0.001194327886192232
Price to Sales Ratio,0.0009353158045543846
cpi_index,0.0008799720511040014
