feature,importance
Ask Price,0.004168254864851482
Bid Price,0.0041604625310259205
Low Price,0.003740762385732611
High Price,0.0032227163962614074
Price to Book Ratio,0.002587858974881714
Price Change 1 Day Percent,0.0023700805579325935
Moving Average 20 Day,0.002263437734641724
Dividend Indicated Yld - Gross,0.002110238392548258
Price to Sales Ratio,0.0020675461731876656
Price Earnings Ratio,0.0018486813321873202
