feature,importance
Moving Average 20 Day,0.0049106011082439465
Price to Sales Ratio,0.0038228013273356475
Ask Price,0.003695062481440146
ihsg_return_1d,0.003232584147748357
cpi_index,0.0030796926770906325
bi_rate,0.0026740888274897133
Bid Price,0.0024173137948722075
High Price,0.0023917999305246513
exchange_rate_usd_idr,0.0023730893234426517
Price Earnings Ratio,0.002353882713388896
Low Price,0.00230146829852428
inflation_rate,0.0022874967185986025
Price to Book Ratio,0.002059696922397407
ihsg_close,0.0019968812689467918
Price Change 1 Day Percent,0.001590615804220996
Dividend Indicated Yld - Gross,0.001491365575085384
