epoch,train_loss,val_loss,lr
1,0.599308186406303,1.1308681342429492,0.0001
2,0.5066049308332491,0.9943912151532296,0.0001
3,0.4239541176506268,0.8172633966088018,0.0001
4,0.3334503965565808,0.6365432746204741,0.0001
5,0.27588034951558676,0.4927838814981056,0.0001
6,0.2398253932648662,0.39738465098790077,0.0001
7,0.21838882102974855,0.39347990624832385,0.0001
8,0.2057350606901244,0.3736154507923793,0.0001
9,0.19300426733963805,0.35713916968354537,0.0001
10,0.17687802585008752,0.33859138600615074,0.0001
11,0.16918385327930519,0.34082855801760176,0.0001
12,0.1650143199496799,0.3119782064900254,0.0001
13,0.1560144247654091,0.3446943730046421,0.0001
14,0.15076651595078916,0.3116774957427334,0.0001
15,0.1458681097701459,0.3015301248410365,0.0001
16,0.1428231435650993,0.29657768209775287,0.0001
17,0.13703115135965382,0.3088736180520002,0.0001
18,0.13337496319338413,0.3081555079955321,0.0001
19,0.12938625071211102,0.2854168067202146,0.0001
20,0.12542336522251046,0.2803670226277171,0.0001
21,0.1157750213712347,0.2854423586687286,0.0001
22,0.11636779265591748,0.2706928564396216,0.0001
23,0.11314574689420748,0.2903563479582469,0.0001
24,0.10949625071658883,0.27393315590067063,0.0001
25,0.10949665447930708,0.2853494436938168,0.0001
26,0.10590832302860889,0.26501005464222605,0.0001
27,0.10357605159069047,0.2700060542612087,0.0001
28,0.10772829209604572,0.24772722654409343,0.0001
29,0.10233489920695622,0.25527029336888196,0.0001
30,0.10289845890682658,0.25736431159200646,0.0001
31,0.10290315439624172,0.24118412764512853,0.0001
32,0.10269006653071304,0.2331754804213286,0.0001
33,0.10272911898658267,0.24627656018087915,0.0001
34,0.09972199915130506,0.21624451782337298,0.0001
35,0.09645301197592075,0.22478118563604937,0.0001
36,0.09953183428147361,0.22852158524738603,0.0001
37,0.0976800205940414,0.20989495519296827,0.0001
38,0.09414412476469539,0.21918626825622606,0.0001
39,0.09136869440048827,0.22084796805985463,0.0001
40,0.09295612835328639,0.20850040759274732,0.0001
41,0.09017933211873509,0.2073404418091813,0.0001
42,0.09151827364519079,0.2004773489140964,0.0001
43,0.09164162434130159,0.20159301943295485,0.0001
44,0.08917331676863427,0.20555259229176806,0.0001
45,0.08803060660439153,0.20032399733027656,0.0001
46,0.08904529566672968,0.20412442852289248,0.0001
47,0.08586397261816113,0.1980921279960301,0.0001
48,0.08772291772361297,0.1938280719560343,0.0001
49,0.08583386531934195,0.19318292791887876,0.0001
50,0.08651217750964627,0.19255661241935962,0.0001
