feature,importance
Moving Average 20 Day,0.006101109026603891
Price Change 1 Day Percent,0.003275093124225343
Price to Sales Ratio,0.0029374483525443306
Bid Price,0.002707935598639737
cpi_index,0.0026456124435762646
Price to Book Ratio,0.0026215657205008827
Ask Price,0.0026147572227198574
exchange_rate_usd_idr,0.0023702243167298687
ihsg_return_1d,0.0021500116544261884
ihsg_close,0.002105180433593129
Price Earnings Ratio,0.0015771536538642624
Dividend Indicated Yld - Gross,0.001558799655950317
inflation_rate,0.0014893036660322645
bi_rate,0.0013800731209517602
High Price,0.0013140504364890138
Low Price,0.001243159325207917
