feature,importance
Moving Average 20 Day,0.008908957961345252
Price to Sales Ratio,0.004640616456163118
Bid Price,0.003281665669055654
High Price,0.0032739659499687454
bi_rate,0.0031570962310070146
Low Price,0.0025057136891215724
ihsg_return_1d,0.002474828161454451
exchange_rate_usd_idr,0.002470226397660253
Price to Book Ratio,0.0023049240233376633
Ask Price,0.002060354521381671
inflation_rate,0.0015689419698901477
cpi_index,0.0012571526652512446
Price Earnings Ratio,0.0006803952147796126
Price Change 1 Day Percent,0.0003713213838636871
Dividend Indicated Yld - Gross,0.0
ihsg_close,0.0
