feature,importance
Low Price,0.003724158764293787
Ask Price,0.003488164449235183
Price to Sales Ratio,0.0023767101602689303
Price to Book Ratio,0.001960989322992532
Moving Average 20 Day,0.0018123523819747682
Bid Price,0.001599834820298125
ihsg_return_1d,0.0013945220082252556
High Price,0.0013718531392867385
Dividend Indicated Yld - Gross,0.0012652021954364689
cpi_index,0.0012502461065898595
Price Change 1 Day Percent,0.0011894647438409499
ihsg_close,0.0011226082462646848
inflation_rate,0.0010145376480573606
Price Earnings Ratio,0.000959573302203644
bi_rate,0.0007437778282108819
exchange_rate_usd_idr,0.0006906066315304114
