feature,importance
Ask Price,0.0037548465552763688
inflation_rate,0.002610925239666055
Moving Average 20 Day,0.0026003490298146664
Price to Book Ratio,0.0025985631393268703
bi_rate,0.002568124098858483
Price Change 1 Day Percent,0.0017042821350817896
exchange_rate_usd_idr,0.0010639315453143056
Price to Sales Ratio,0.0009892310662609001
Dividend Indicated Yld - Gross,0.0009744653287224278
ihsg_close,0.0008809465565718736
Bid Price,0.0007717859392496155
High Price,0.00040411785539462504
cpi_index,0.0003559503316258388
ihsg_return_1d,0.00026704958305718044
Price Earnings Ratio,0.0
Low Price,0.0
