feature,importance
Moving Average 20 Day,0.004249006859743424
Ask Price,0.003628807789050201
inflation_rate,0.003244770705031338
Low Price,0.0030493269630206795
Price to Book Ratio,0.0029869060424613735
Price Change 1 Day Percent,0.0029612779051136724
High Price,0.00275762523940521
exchange_rate_usd_idr,0.002604190811656929
Bid Price,0.0024409544641012726
Price to Sales Ratio,0.0021719236891553024
Price Earnings Ratio,0.002085255906277605
ihsg_close,0.0019542231193568124
ihsg_return_1d,0.0015965041837067138
Dividend Indicated Yld - Gross,0.0014873725025363607
bi_rate,0.0014078589769810882
cpi_index,0.0010887103823842173
