epoch,train_loss,val_loss,lr,train_seconds,val_seconds,epoch_seconds
1,0.567119668461516,0.20588762137717578,0.001,0.9491168819999984,0.019957534999999638,0.9690932569999973
2,0.2025568727310413,0.16448256581813306,0.001,0.09638858399999961,0.010193712999999605,0.10659740699999887
3,0.17417728668045399,0.1717031713410135,0.001,0.09596778400000261,0.010029148999997517,0.10600686300000106
4,0.1584357232282666,0.17001081270215673,0.001,0.09292981200000128,0.009883574999999922,0.1028213270000009
5,0.1651014291577869,0.16685370645878755,0.001,0.09432134300000072,0.010124199999999917,0.10445274400000315
6,0.14942191132080598,0.17308943873240953,0.001,0.09579015599999963,0.010059269999999287,0.1058559559999992
7,0.15045830063708795,0.1601166290975673,0.001,0.09457828799999746,0.010139080999998384,0.10472423899999939
8,0.14562518889331474,0.16793681142769215,0.001,0.09623604799999796,0.010494769000001014,0.10673887700000151
9,0.14120019878324214,0.1610700553391641,0.001,0.09311130300000059,0.010209373000002131,0.10332769600000091
10,0.13908840381543697,0.16137635423031166,0.001,0.09274108500000011,0.010083558999998132,0.10283093500000007
11,0.1363497597983234,0.16854383075709664,0.001,0.09169832899999975,0.010209303000003445,0.1019150520000025
12,0.13725965528825707,0.1765215517757656,0.001,0.09349492200000142,0.009910586000000166,0.1034124979999973
13,0.13452707647636372,0.1787848100934551,0.001,0.09193862599999747,0.009873494000000704,0.10181856000000167
14,0.13352820121259246,0.17925628491770693,0.001,0.09121833799999735,0.010192782000000733,0.1014183200000005
15,0.1274087182082583,0.18675439368872654,0.001,0.09535244899999995,0.010436567999999369,0.10579680700000083
16,0.12566541821619087,0.16882919542717212,0.0005,0.10029203700000267,0.010007547999997257,0.11031850499999862
17,0.11908232863445009,0.16311074122960195,0.0005,0.09523308600000036,0.010104080000001403,0.10534395599999868
18,0.12139698206096568,0.17547484801643656,0.0005,0.09469064299999985,0.010745836000001674,0.10544402900000094
19,0.1167612582551963,0.17102549987517315,0.0005,0.09469507400000055,0.010040639000003182,0.10474243200000188
20,0.11740082035034788,0.1893104804562522,0.0005,0.09293932099999935,0.009984047999999746,0.10293074899999866
21,0.11686371845797398,0.17752246020279286,0.0005,0.0960710149999997,0.010031237999999831,0.10610870400000039
22,0.11740538806364101,0.18177322539694105,0.0005,0.0923286559999994,0.0100039289999998,0.10233995500000148
23,0.11951270620455451,0.16205597361484608,0.0005,0.09282150900000019,0.010316754999998068,0.10314570399999923
24,0.11466394530936382,0.1861420598897067,0.0005,0.09306670399999817,0.010063539000000787,0.10313631300000026
25,0.10994573473716722,0.1723814724764346,0.00025,0.09173838099999898,0.009997547999997636,0.10175745800000158
26,0.1154481370122202,0.17297373500181523,0.00025,0.09160436799999871,0.009931335999997515,0.10154238399999826
27,0.11208852351673187,0.17222128895334987,0.00025,0.09084581000000114,0.009974737000000289,0.10082685699999772
