feature,importance
Bid Price,0.004794637116492426
High Price,0.0045438238131802694
Ask Price,0.0038293656055069427
Low Price,0.0034596055119641284
Price to Sales Ratio,0.0029485139089784882
Price Earnings Ratio,0.002811401085217948
Price to Book Ratio,0.0023710728990305255
Moving Average 20 Day,0.002189088410515868
Price Change 1 Day Percent,0.002003941500982777
Dividend Indicated Yld - Gross,0.0011140749477297816
