epoch,train_loss,val_loss,lr
1,0.5590848155987306,0.37522462104167137,0.001
2,0.3757881799906385,0.3455108185331305,0.001
3,0.3157049818705487,0.2492794137456756,0.001
4,0.2730391267807253,0.19677037657140853,0.001
5,0.25183742624243527,0.1746765139810133,0.001
6,0.23620343813973088,0.1646452732992061,0.001
7,0.22671854399865674,0.1463018144483055,0.001
8,0.2154308187598396,0.14671361463747937,0.001
9,0.21226439776172776,0.15124858394786195,0.001
10,0.20586324097007833,0.14928452979712498,0.001
11,0.20164334763335498,0.14144579409719346,0.001
12,0.19326780403173097,0.14544779499927601,0.001
13,0.18592712601453174,0.14301204924538974,0.001
14,0.18844961224918297,0.15076822242189397,0.001
15,0.1821333565165065,0.13895223546764512,0.001
16,0.17447165641733395,0.12852375570571783,0.001
17,0.16796847318022054,0.13392846456496588,0.001
18,0.16919197624943164,0.12921847634034836,0.001
19,0.1741318331610772,0.14863761186182917,0.001
20,0.1593575997271418,0.13795816024769714,0.001
21,0.15624320769822725,0.13220786855562583,0.001
22,0.15533527910282108,0.13374035192397368,0.001
23,0.1521920562004103,0.1382296590399353,0.001
24,0.15181387352046147,0.1376937367803567,0.001
25,0.1516572492737924,0.17743243722544683,0.0005
26,0.14773316937749104,0.15534724743216188,0.0005
27,0.1474193980403271,0.145010926124655,0.0005
28,0.14539143809494579,0.1419741756918825,0.0005
29,0.14025238120000422,0.14596724426829732,0.0005
30,0.1428101787430411,0.13641563327092945,0.0005
31,0.14191625287562715,0.13545866494690065,0.0005
32,0.14277724772157635,0.14820641518889607,0.0005
33,0.13878025031217964,0.14283033007091575,0.0005
34,0.14073548481455841,0.13821887752879194,0.00025
35,0.13554221417314263,0.14146605165271492,0.00025
36,0.13536781146321245,0.14158272064162858,0.00025
