trial,val_mae,params
1,386.18304443359375,"{""n_estimators"": 1920, ""learning_rate"": 0.1, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
2,354.35504150390625,"{""n_estimators"": 1517, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
3,322.7308654785156,"{""n_estimators"": 750, ""learning_rate"": 0.1, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
4,439.0984191894531,"{""n_estimators"": 1070, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 1.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.1}"
5,458.1380310058594,"{""n_estimators"": 1028, ""learning_rate"": 0.08, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
6,395.0931091308594,"{""n_estimators"": 1597, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
7,397.47735595703125,"{""n_estimators"": 571, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
8,356.9058532714844,"{""n_estimators"": 840, ""learning_rate"": 0.05, ""max_depth"": 5, ""min_child_weight"": 1.0, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
9,388.4040222167969,"{""n_estimators"": 741, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
10,406.8919372558594,"{""n_estimators"": 353, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.1, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
11,400.0299987792969,"{""n_estimators"": 650, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 8.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
12,392.3017883300781,"{""n_estimators"": 872, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
13,359.2595520019531,"{""n_estimators"": 832, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
14,398.949951171875,"{""n_estimators"": 1695, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
15,381.24420166015625,"{""n_estimators"": 1445, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 4.0, ""subsample"": 0.6, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
16,443.1191711425781,"{""n_estimators"": 1619, ""learning_rate"": 0.1, ""max_depth"": 4, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
17,464.63067626953125,"{""n_estimators"": 561, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
18,444.1392822265625,"{""n_estimators"": 837, ""learning_rate"": 0.08, ""max_depth"": 4, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.1, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
19,471.58135986328125,"{""n_estimators"": 386, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 1.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
20,457.331298828125,"{""n_estimators"": 1558, ""learning_rate"": 0.05, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.6, ""colsample_bytree"": 0.9, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
21,401.21728515625,"{""n_estimators"": 482, ""learning_rate"": 0.1, ""max_depth"": 5, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
22,491.2649230957031,"{""n_estimators"": 1352, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
23,451.95819091796875,"{""n_estimators"": 1403, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 2.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
24,460.43695068359375,"{""n_estimators"": 1348, ""learning_rate"": 0.02, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.7, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.5, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
25,386.154052734375,"{""n_estimators"": 1010, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 1.0, ""subsample"": 0.6, ""colsample_bytree"": 0.6, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
26,393.767333984375,"{""n_estimators"": 1258, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 2.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
27,446.35614013671875,"{""n_estimators"": 1204, ""learning_rate"": 0.02, ""max_depth"": 5, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 5.0, ""gamma"": 0.2}"
28,323.8522644042969,"{""n_estimators"": 947, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.6, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""gamma"": 0.0}"
29,426.41412353515625,"{""n_estimators"": 499, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.0}"
30,478.1553039550781,"{""n_estimators"": 1719, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.6, ""reg_alpha"": 1.0, ""reg_lambda"": 1.0, ""gamma"": 0.2}"
31,462.5431823730469,"{""n_estimators"": 497, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 1.0, ""reg_lambda"": 5.0, ""gamma"": 0.1}"
32,453.3084716796875,"{""n_estimators"": 699, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.01, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
33,475.06646728515625,"{""n_estimators"": 1174, ""learning_rate"": 0.01, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_alpha"": 1.0, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
34,441.0010986328125,"{""n_estimators"": 1148, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 8.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.01, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
35,343.8400573730469,"{""n_estimators"": 546, ""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.9, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
36,435.1944580078125,"{""n_estimators"": 440, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 4.0, ""subsample"": 0.7, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 2.0, ""gamma"": 0.1}"
37,383.8304138183594,"{""n_estimators"": 1407, ""learning_rate"": 0.03, ""max_depth"": 6, ""min_child_weight"": 1.0, ""subsample"": 0.9, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.1, ""reg_lambda"": 10.0, ""gamma"": 0.0}"
38,449.09051513671875,"{""n_estimators"": 315, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 2.0, ""subsample"": 0.9, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.01, ""reg_lambda"": 5.0, ""gamma"": 0.0}"
39,398.2540283203125,"{""n_estimators"": 863, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_weight"": 6.0, ""subsample"": 1.0, ""colsample_bytree"": 1.0, ""reg_alpha"": 0.0, ""reg_lambda"": 1.0, ""gamma"": 0.1}"
40,452.84393310546875,"{""n_estimators"": 1767, ""learning_rate"": 0.08, ""max_depth"": 8, ""min_child_weight"": 8.0, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
41,471.3033142089844,"{""n_estimators"": 369, ""learning_rate"": 0.05, ""max_depth"": 3, ""min_child_weight"": 6.0, ""subsample"": 0.8, ""colsample_bytree"": 0.7, ""reg_alpha"": 0.5, ""reg_lambda"": 10.0, ""gamma"": 0.2}"
42,440.1684265136719,"{""n_estimators"": 1215, ""learning_rate"": 0.08, ""max_depth"": 5, ""min_child_weight"": 4.0, ""subsample"": 1.0, ""colsample_bytree"": 0.8, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""gamma"": 0.2}"
