feature,importance
Bid Price,0.003304274369288027
Dividend Indicated Yld - Gross,0.0026777928655910164
High Price,0.0023486044061803717
ihsg_return_1d,0.0021820375449004697
cpi_index,0.0019450319303283108
exchange_rate_usd_idr,0.001819619513477671
Low Price,0.0017991662407268233
Price to Book Ratio,0.0015005347889789006
inflation_rate,0.001418383258407125
ihsg_close,0.0014152859668880764
Price Change 1 Day Percent,0.001377842008042647
bi_rate,0.0011565669936372867
Price Earnings Ratio,0.001145935862653912
Moving Average 20 Day,0.0011397282725873832
Price to Sales Ratio,0.0010688627990652322
Ask Price,0.0006423208972743086
