feature,importance,model
t01_Bid Price,0.13076717438185317,lgbm
t59_Ask Price,0.1123569526906655,lgbm
t59_Bid Price,0.10857292179761092,lgbm
t00_Moving Average 20 Day,0.09502311921621667,lgbm
t38_Low Price,0.06330034590109936,lgbm
t05_Moving Average 20 Day,0.0630592965461415,lgbm
t49_Moving Average 20 Day,0.04474505953129153,lgbm
t59_High Price,0.03531054253662959,lgbm
t55_Low Price,0.02605333647831936,lgbm
t10_Moving Average 20 Day,0.022334768909883587,lgbm
t59_Low Price,0.02056942503458999,lgbm
t58_Low Price,0.01701041688262007,lgbm
t11_Price to Sales Ratio,0.015298580867143967,lgbm
t15_Moving Average 20 Day,0.015214252099992095,lgbm
t27_Ask Price,0.015048311170412733,lgbm
t16_Bid Price,0.014753419920108337,lgbm
t10_High Price,0.014618938730935772,lgbm
t06_Moving Average 20 Day,0.014027831835972768,lgbm
t11_Moving Average 20 Day,0.012893731213858858,lgbm
t16_High Price,0.012737453661252791,lgbm
t58_Ask Price,0.012627298642494044,lgbm
t48_High Price,0.012578112405672035,lgbm
t57_High Price,0.01073968225903565,lgbm
t15_Low Price,0.010621045601801432,lgbm
t32_Ask Price,0.009845049739419413,lgbm
t57_Price Earnings Ratio,0.008671759952977098,lgbm
t57_Price to Sales Ratio,0.008660145113299426,lgbm
t52_Bid Price,0.008537985045692361,lgbm
t15_Price to Sales Ratio,0.008472893388232754,lgbm
t59_Price to Sales Ratio,0.008369105190407023,lgbm
t16_Moving Average 20 Day,0.007206648807956973,lgbm
t27_Bid Price,0.0071381246678138225,lgbm
t50_Moving Average 20 Day,0.007118294856390635,lgbm
t49_High Price,0.006509426512492614,lgbm
t34_Moving Average 20 Day,0.0062950933990230445,lgbm
t58_Bid Price,0.005877878554578786,lgbm
t34_Ask Price,0.005605117580911476,lgbm
t53_Moving Average 20 Day,0.005293117364464004,lgbm
t03_Low Price,0.005254053061673188,lgbm
t57_Ask Price,0.004890821744209416,lgbm
t29_High Price,0.0048153026332386556,lgbm
t38_Moving Average 20 Day,0.004762932003506465,lgbm
t33_Price Earnings Ratio,0.004342183863587134,lgbm
t47_Low Price,0.004316938412474728,lgbm
t14_Low Price,0.004255835543725763,lgbm
t09_High Price,0.004176161541605149,lgbm
t56_Ask Price,0.004105423542420186,lgbm
t45_Bid Price,0.004101390185634865,lgbm
t58_High Price,0.003972099294627727,lgbm
t48_Ask Price,0.0038496579452362576,lgbm
t02_Price to Sales Ratio,0.0037211796406917794,lgbm
t13_Low Price,0.003467273672730839,lgbm
t43_Ask Price,0.003327433622423917,lgbm
t13_Bid Price,0.003265414203019394,lgbm
t26_Ask Price,0.0031879211828483114,lgbm
t10_Bid Price,0.003073673676448103,lgbm
t21_Low Price,0.002979288367538153,lgbm
t43_Moving Average 20 Day,0.002956801317285036,lgbm
t17_Moving Average 20 Day,0.0029283336977029813,lgbm
t18_Moving Average 20 Day,0.0029205230557008766,lgbm
t35_Moving Average 20 Day,0.002859230395025867,lgbm
t48_Price Earnings Ratio,0.002789916433820739,lgbm
t26_Low Price,0.002678959360864153,lgbm
t02_Low Price,0.002588942903029295,lgbm
t18_Bid Price,0.002289300666797698,lgbm
t33_Low Price,0.002288283240287928,lgbm
t56_Moving Average 20 Day,0.002278306436430188,lgbm
t39_Low Price,0.0022635832458508766,lgbm
t40_Moving Average 20 Day,0.0020450083205603743,lgbm
t27_High Price,0.0020076828443201036,lgbm
t49_Ask Price,0.0019922909287848852,lgbm
t59_Moving Average 20 Day,0.001921999115447932,lgbm
t37_Moving Average 20 Day,0.0018873185845388607,lgbm
t42_Bid Price,0.0018725719214977535,lgbm
t50_Price to Sales Ratio,0.0018496901071421554,lgbm
