feature,importance
Price Earnings Ratio,0.024717160603940146
Ask Price,0.010814188323759796
Price to Book Ratio,0.009285471978591675
High Price,0.008773412244636724
Price Change 1 Day Percent,0.008396228322138384
Price to Sales Ratio,0.006715377202878402
Low Price,0.0059978942867279445
Dividend Indicated Yld - Gross,0.001631847247481347
Moving Average 20 Day,0.0012016633385792356
Bid Price,0.0002696787851164118
