feature,importance
Price Change 1 Day Percent,0.0003412513850586638
Price to Book Ratio,0.0001151509941539391
Price to Sales Ratio,6.855898112310877e-05
ihsg_close,6.672893739758165e-05
High Price,5.468900538592916e-05
Ask Price,4.642609500377954e-05
inflation_rate,3.795084000254671e-05
Dividend Indicated Yld - Gross,3.2550315033101214e-05
ihsg_return_1d,2.8523727006460032e-05
Moving Average 20 Day,2.4600629613915872e-05
bi_rate,6.894578109495333e-06
Price Earnings Ratio,5.789539621522072e-06
Low Price,4.2130996007472175e-06
Bid Price,0.0
cpi_index,0.0
exchange_rate_usd_idr,0.0
