feature,importance
Price Change 1 Day Percent,0.007422865922950826
bi_rate,0.005266705495887434
Price Earnings Ratio,0.003230107311974277
ihsg_return_1d,0.0031464857670168082
Bid Price,0.002864855849960202
High Price,0.0026950067568880846
Dividend Indicated Yld - Gross,0.0017274746787734319
Ask Price,0.0013748618133831746
inflation_rate,0.0010666145108795407
Moving Average 20 Day,0.0008667870657518507
exchange_rate_usd_idr,0.0005832319085796676
cpi_index,0.0004903710881869007
ihsg_close,0.00042872380387658855
Price to Book Ratio,0.00041167070235436157
Low Price,0.0003884923256312814
Price to Sales Ratio,0.0
