feature,importance
Price to Sales Ratio,0.007155591594831395
Price Earnings Ratio,0.005693689844338221
Moving Average 20 Day,0.002545734622981404
Dividend Indicated Yld - Gross,0.0023473856752389112
exchange_rate_usd_idr,0.0022212242925888854
Price to Book Ratio,0.002096246737055483
cpi_index,0.0020549924922912996
bi_rate,0.0020001609557463466
High Price,0.0016943751624785377
Bid Price,0.0014814253615137746
inflation_rate,0.0012670962241827506
Low Price,0.0010611649437729904
Price Change 1 Day Percent,0.0007582143748489521
Ask Price,0.0002715082761521143
ihsg_close,0.0
ihsg_return_1d,0.0
