feature,importance
bi_rate,2808048281012.883
Ask Price,2179304669462.4565
Bid Price,628743611550.4294
High Price,0.003649848863711711
Price to Sales Ratio,0.002331169084400639
Low Price,0.002077154670851492
cpi_index,0.0017020894274151668
inflation_rate,0.0016827812620534355
exchange_rate_usd_idr,0.0015458008803053587
Dividend Indicated Yld - Gross,0.0015351734453350277
Moving Average 20 Day,0.0014403540576744488
Price Change 1 Day Percent,0.0014331661732241271
ihsg_close,0.0013018424064308294
ihsg_return_1d,0.0012595461387591822
Price to Book Ratio,0.0011967981488584668
Price Earnings Ratio,0.0008464594445023237
