feature,importance
Ask Price,0.004087458654320399
Low Price,0.0033853002935386725
Moving Average 20 Day,0.0028601424416955248
Bid Price,0.0026560336914055686
cpi_index,0.0024640969854607345
High Price,0.0023717580495870266
inflation_rate,0.0019776866754009667
Price Change 1 Day Percent,0.0017595401493909137
ihsg_close,0.0016547334270392386
Price to Book Ratio,0.001651447612625543
Price Earnings Ratio,0.0015663230178342737
Dividend Indicated Yld - Gross,0.0015257833998691777
bi_rate,0.0014850854922831753
Price to Sales Ratio,0.0014512541599660642
exchange_rate_usd_idr,0.001185875139586821
ihsg_return_1d,0.0010199293640034488
