feature,importance
Ask Price,0.0026410133138882333
ihsg_return_1d,0.002273315878229636
cpi_index,0.0020911202387301833
Moving Average 20 Day,0.0018869375590036656
Price Earnings Ratio,0.0018863061992894677
Price to Sales Ratio,0.0016246826035762045
Price to Book Ratio,0.0015850322105202387
Price Change 1 Day Percent,0.0015693051261306983
ihsg_close,0.0013972781492984168
High Price,0.0013557195533225159
exchange_rate_usd_idr,0.0013525478193590309
bi_rate,0.0013167177050644359
Bid Price,0.0012038276940851767
Low Price,0.0010945709479479198
Dividend Indicated Yld - Gross,0.0010731071843360952
inflation_rate,0.001001594184405699
