feature,importance
High Price,229760809484.1778
ihsg_close,229760809484.17734
Price to Sales Ratio,0.0012979342528883033
Low Price,0.0011652757947347243
Bid Price,0.0011406764976145847
ihsg_return_1d,0.001081426054527569
Price to Book Ratio,0.0009764729996486685
Price Earnings Ratio,0.0008919207734646077
Moving Average 20 Day,0.0007829616892647997
Price Change 1 Day Percent,0.0007062949289462685
Ask Price,0.0006593223090712308
exchange_rate_usd_idr,0.0006388482014644243
bi_rate,0.0006361034106399636
cpi_index,0.0005915798848502851
inflation_rate,0.0005018793830264969
Dividend Indicated Yld - Gross,0.0003898158222674525
