feature,importance
Price to Book Ratio,0.0020151464727030683
Low Price,0.0011821779011888386
High Price,0.001166645982124084
Price to Sales Ratio,0.0011500576161160966
inflation_rate,0.0010986515492103011
Price Earnings Ratio,0.0009725327421330425
Ask Price,0.0009470992306826693
Price Change 1 Day Percent,0.0008592685032994215
Bid Price,0.000808497223785739
Dividend Indicated Yld - Gross,0.0007542259267271016
ihsg_return_1d,0.0007221168443193055
ihsg_close,0.0006687195402234394
bi_rate,0.000587274590477258
exchange_rate_usd_idr,0.0005422781348466736
cpi_index,0.0005088011546848992
Moving Average 20 Day,0.0004189980371079508
