feature,importance
Bid Price,0.007598043382303915
High Price,0.004735823450516435
Price to Sales Ratio,0.0044759544955169095
Low Price,0.0025658063908206795
bi_rate,0.0024533059285148555
cpi_index,0.002313275128392566
Price Change 1 Day Percent,0.002283495924163033
exchange_rate_usd_idr,0.0020996675641028442
Dividend Indicated Yld - Gross,0.0017495666686636925
ihsg_close,0.0017134287098475886
Moving Average 20 Day,0.001581951764815529
Ask Price,0.001454347988475417
Price to Book Ratio,0.0013931992506706766
inflation_rate,0.0013873835527064698
ihsg_return_1d,0.0013430654992313792
Price Earnings Ratio,0.0012536717969418786
