feature,importance
cpi_index,0.001809749596415916
Price Change 1 Day Percent,0.0015260273610086502
ihsg_close,0.001453321271886427
Price to Sales Ratio,0.0012227485189214354
Dividend Indicated Yld - Gross,0.001127823069691658
Bid Price,0.0009788169738991805
High Price,0.0009331311817125717
Ask Price,0.0009175714571028942
Low Price,0.0005750792818920064
inflation_rate,0.00044485596396649806
Moving Average 20 Day,0.00018923053673157905
exchange_rate_usd_idr,0.00011091300661468657
Price Earnings Ratio,0.0
Price to Book Ratio,0.0
bi_rate,0.0
ihsg_return_1d,0.0
