feature,importance
ihsg_close,0.002230597989266471
bi_rate,0.001780480651291192
Low Price,0.0016397534623293437
Price Earnings Ratio,0.0015751902602518452
Price Change 1 Day Percent,0.0015461999675517304
Price to Sales Ratio,0.0015176780578308408
Bid Price,0.0015013090474206123
cpi_index,0.0014942788946617832
High Price,0.0014782892363402573
exchange_rate_usd_idr,0.0014313167292228127
Dividend Indicated Yld - Gross,0.0014234527902319317
Moving Average 20 Day,0.0013958953490518238
ihsg_return_1d,0.0013250844478377812
Ask Price,0.0010670706503621672
inflation_rate,0.001042972628381699
Price to Book Ratio,0.00032197705523224194
