feature,importance
bi_rate,0.006530293889421351
Ask Price,0.0056335275604700065
High Price,0.005289164657976169
Price Change 1 Day Percent,0.0036344678723253315
Bid Price,0.003333845121669584
Price to Book Ratio,0.002526918648121257
exchange_rate_usd_idr,0.0023937380562225976
Price to Sales Ratio,0.0016436437168158595
Dividend Indicated Yld - Gross,0.0014471007782655449
ihsg_close,0.0007500802021240811
ihsg_return_1d,0.0006347109583051253
cpi_index,0.000487010177069654
Low Price,0.00020961611201831347
Price Earnings Ratio,5.7046196889132076e-05
Moving Average 20 Day,0.0
inflation_rate,0.0
