feature,importance
Price to Sales Ratio,0.004253766318433916
Price to Book Ratio,0.002198969267628852
Low Price,0.0021467937142006124
ihsg_return_1d,0.002130038539568583
Dividend Indicated Yld - Gross,0.0020225810930747288
Price Earnings Ratio,0.0014846503788915743
Bid Price,0.0013802349709537017
Moving Average 20 Day,0.0011974689839310772
High Price,0.00063411973387701
inflation_rate,0.0005130346398800607
cpi_index,0.00025590416432047866
bi_rate,0.00022404003345097152
exchange_rate_usd_idr,0.00018171867252224038
Price Change 1 Day Percent,0.00015243484069489752
Ask Price,0.0
ihsg_close,0.0
