feature,importance
Bid Price,44041169779.643974
Moving Average 20 Day,44041169779.64368
High Price,0.0021251926429511005
Price to Sales Ratio,0.001893851939148246
cpi_index,0.0018242957808506976
Ask Price,0.001750194891572033
Low Price,0.0017079239188649738
Price Earnings Ratio,0.0016664836080041098
ihsg_return_1d,0.0015816007585076292
inflation_rate,0.0015644788068777007
ihsg_close,0.0015509336283538848
Dividend Indicated Yld - Gross,0.001417358041383487
Price Change 1 Day Percent,0.0011544843969365896
Price to Book Ratio,0.001011297042128708
bi_rate,0.001003435375004084
exchange_rate_usd_idr,0.0009656600959086278
