feature,importance
High Price,0.002755547122195744
Low Price,0.0023603329172681414
Moving Average 20 Day,0.0021451220557083704
ihsg_close,0.002043555099673199
ihsg_return_1d,0.001888381535040927
Ask Price,0.001728367148711893
Price Change 1 Day Percent,0.0015288635034779114
Price Earnings Ratio,0.0014802873134105543
Dividend Indicated Yld - Gross,0.0014044659027371829
Price to Book Ratio,0.0012633418611037862
bi_rate,0.001231280208487196
exchange_rate_usd_idr,0.0012118298882392413
Price to Sales Ratio,0.0010724200046731123
inflation_rate,0.0009134635670898987
Bid Price,0.0008867600038462363
cpi_index,0.0004703374952116352
