feature,importance
Low Price,0.004943518676905774
Price to Book Ratio,0.0042805925334134425
High Price,0.004002168240243075
Bid Price,0.0030302506644683145
Dividend Indicated Yld - Gross,0.0028264536465366506
Price to Sales Ratio,0.0027569355979102437
Price Earnings Ratio,0.002650693064065019
Moving Average 20 Day,0.0023168296331920733
Ask Price,0.002267135618942364
Price Change 1 Day Percent,0.0020748499742447497
