feature,importance
ihsg_close,0.006310233103188997
ihsg_return_1d,0.005429281001367295
Price Earnings Ratio,0.004900533222154567
Low Price,0.0032299533359503407
Moving Average 20 Day,0.0027970925389896525
Bid Price,0.002109505359355057
cpi_index,0.0020688621327281027
Price to Book Ratio,0.0013708242806247796
Price to Sales Ratio,0.0012436444375616238
exchange_rate_usd_idr,0.0010190390574280161
High Price,0.0009244127839338018
bi_rate,0.000677016827588276
Price Change 1 Day Percent,0.000611164848296307
Ask Price,0.0
inflation_rate,0.0
Dividend Indicated Yld - Gross,0.0
