feature,importance
Price to Sales Ratio,0.004112489528263981
exchange_rate_usd_idr,0.0023899538309250937
Bid Price,0.001998191962342484
Price to Book Ratio,0.0017182348890634601
Low Price,0.0016133497242489042
Dividend Indicated Yld - Gross,0.0014760561639094482
Ask Price,0.0013742726851161146
High Price,0.0013677891063008283
bi_rate,0.0013261508699226236
cpi_index,0.0012506887129442147
Price Change 1 Day Percent,0.0011970549435662778
Moving Average 20 Day,0.0010475617682722909
Price Earnings Ratio,0.0010319317980580212
ihsg_close,0.0009204767147821545
ihsg_return_1d,0.0007437170806915302
inflation_rate,0.000679292298760511
