feature,importance
Price to Sales Ratio,0.013244996113331875
Price Change 1 Day Percent,0.011273342324420834
Bid Price,0.010941147241456872
Price to Book Ratio,0.00692988056620515
Price Earnings Ratio,0.0065750904769326345
Moving Average 20 Day,0.004503316912731097
Ask Price,0.003436112276588878
Low Price,0.0033511951498480315
High Price,0.0021143531780776115
Dividend Indicated Yld - Gross,0.0012748774781357504
