epoch,train_loss,val_loss,lr
1,0.47627110082829727,0.6591373555587999,0.001
2,0.27066940867131756,0.4554873478440416,0.001
3,0.19475012817904086,0.33659533749927173,0.001
4,0.16324196660817739,0.3185107560007722,0.001
5,0.146525185045162,0.26498881826450776,0.001
6,0.13453997513512983,0.2811242093989899,0.001
7,0.1246726446254279,0.2483097254048972,0.001
8,0.12482803563276927,0.2682252116761841,0.001
9,0.12039024836273604,0.2740669929550522,0.001
10,0.12196771017539458,0.2329677982138587,0.001
11,0.11092164795244894,0.23371196300277622,0.001
12,0.11703203248934933,0.23219086459049812,0.001
13,0.1119407729916675,0.24916371626731676,0.001
14,0.10883140817124357,0.18063120288657142,0.001
15,0.10758839032235538,0.1756277413461314,0.001
16,0.10361663739741062,0.1701819989439491,0.001
17,0.10406290635626803,0.16049524198670487,0.001
18,0.09802620861158576,0.14098267749142954,0.001
19,0.09976482044197753,0.1433613586971115,0.001
20,0.09649183428629325,0.13820447930783936,0.001
21,0.09612936610389354,0.13533692575105422,0.001
22,0.09331177090124418,0.13109017204328294,0.001
23,0.10164616423054836,0.1317534783381821,0.001
24,0.09007228543467846,0.1276691074163972,0.001
25,0.09503128568651856,0.1236326189533675,0.001
26,0.09245255152598077,0.12707109513121606,0.001
27,0.09058346172601091,0.12322514601451255,0.001
28,0.08680043366861172,0.11493677747520534,0.001
29,0.08442925891995857,0.11531212564670679,0.001
30,0.08761153798483606,0.11524608375239762,0.001
31,0.08767223987848528,0.13337802133221172,0.001
32,0.08475933414099464,0.1390431297200543,0.001
33,0.08790605150456925,0.10382543710909245,0.001
34,0.08387634372305272,0.10630268415996244,0.001
35,0.08234639998298392,0.12892142104935814,0.001
36,0.08445240857353348,0.11214504045345289,0.001
37,0.08136520220707821,0.11765038338435557,0.001
38,0.08314423355470849,0.11094773180418081,0.001
39,0.07844555612960596,0.140155293690019,0.001
40,0.08473528978751979,0.09850159426391264,0.001
41,0.08278124387973526,0.10908172930870856,0.001
42,0.07835568937082445,0.10483345276478565,0.001
43,0.07921727357906252,0.10274218335435108,0.001
44,0.07985003050616993,0.10211760352749924,0.001
45,0.07704513458581808,0.10802735652262237,0.001
46,0.08342001077628905,0.09573496973667389,0.001
47,0.07907268566256356,0.09447353305447073,0.001
48,0.07831546398794352,0.11462482872542802,0.001
49,0.07816984408858857,0.11151004455862068,0.001
50,0.07776477607668086,0.12251780760454965,0.001
