feature,importance
Low Price,9172014809306.465
ihsg_return_1d,9172014809306.459
Price to Book Ratio,9172014809306.455
Moving Average 20 Day,9172014809306.451
bi_rate,0.017092272907307016
Price Earnings Ratio,0.006897573194388917
Price Change 1 Day Percent,0.004917708599047425
Price to Sales Ratio,0.003783190501105441
inflation_rate,0.003700409684097396
cpi_index,0.002602118987124412
Ask Price,0.00252595727991623
Bid Price,0.0021100356082786767
High Price,0.0016192979340086664
ihsg_close,0.0009151374743807885
exchange_rate_usd_idr,6.41589324610931e-05
Dividend Indicated Yld - Gross,0.0
