feature,importance
Low Price,0.0036537806270644027
Price Change 1 Day Percent,0.002000463356186325
Price to Book Ratio,0.0012961786725403123
Dividend Indicated Yld - Gross,0.0012289931803631284
ihsg_return_1d,0.001165354077238589
ihsg_close,0.001046927657444027
exchange_rate_usd_idr,0.0010442932815446218
Bid Price,0.0010221886759002985
cpi_index,0.0008484650713702044
inflation_rate,0.0008187955846854799
Ask Price,0.0003946718342679865
Price to Sales Ratio,0.0003819236386334526
High Price,0.00019849236511314928
Moving Average 20 Day,7.633917654554217e-05
bi_rate,6.718549217718357e-05
Price Earnings Ratio,0.0
