feature,importance
Price Change 1 Day Percent,0.008248895969163872
bi_rate,0.006452812028265049
ihsg_close,0.006110240565911408
Ask Price,0.005030567770322351
Moving Average 20 Day,0.003751390047060946
Price to Book Ratio,0.0031762871050280716
Price to Sales Ratio,0.0027897637937227627
cpi_index,0.0026885102504941947
Low Price,0.0025070824279399126
Bid Price,0.002168446498702302
ihsg_return_1d,0.0007216641439112997
Price Earnings Ratio,0.0005411627924574173
High Price,0.00039180734620458744
Dividend Indicated Yld - Gross,0.0
inflation_rate,0.0
exchange_rate_usd_idr,0.0
