feature,importance
bi_rate,0.012902147719481345
Moving Average 20 Day,0.011059763498875937
Price Earnings Ratio,0.009987345397045532
Ask Price,0.007595295603193026
Bid Price,0.004365364850188295
Price to Sales Ratio,0.003362096975130651
inflation_rate,0.0020812334075647728
High Price,0.0012162197940051517
cpi_index,0.0008192858338588846
Dividend Indicated Yld - Gross,0.0006811468687374151
exchange_rate_usd_idr,0.000502070404278733
ihsg_close,0.00022754787156979288
Price to Book Ratio,0.0
Low Price,0.0
Price Change 1 Day Percent,0.0
ihsg_return_1d,0.0
