feature,importance
Price Earnings Ratio,0.006806261129289246
Low Price,0.005773431723355316
Dividend Indicated Yld - Gross,0.005143605568446218
Ask Price,0.0042256719441259825
Bid Price,0.0041162517387419925
exchange_rate_usd_idr,0.002461276350853342
cpi_index,0.0024034622484274816
bi_rate,0.002135551316435637
ihsg_return_1d,0.0018974340353452134
inflation_rate,0.0018596081945967547
ihsg_close,0.0018596081945967547
High Price,0.0015562004361223977
Price to Sales Ratio,0.0006746570521499952
Price Change 1 Day Percent,0.000673240951437037
Price to Book Ratio,0.0005836011579958684
Moving Average 20 Day,0.0003061947529204192
