feature,importance,model
t00_Moving Average 20 Day,0.19003378516070638,lgbm
t01_Bid Price,0.17788866188947372,lgbm
t59_Ask Price,0.11885275788257822,lgbm
t59_Bid Price,0.100408357379476,lgbm
t49_Moving Average 20 Day,0.05241141016780887,lgbm
t01_Moving Average 20 Day,0.04128862497625942,lgbm
t38_Low Price,0.03801967239109186,lgbm
t55_Low Price,0.03173707657484158,lgbm
t59_High Price,0.028061642298455022,lgbm
t57_Price to Sales Ratio,0.02707500203856379,lgbm
t58_Low Price,0.019490266822363565,lgbm
t59_Low Price,0.019069763586047183,lgbm
t11_Price to Sales Ratio,0.016813432881657892,lgbm
t27_Ask Price,0.01247780545055962,lgbm
t58_Ask Price,0.012407957305227429,lgbm
t58_High Price,0.008624405009569734,lgbm
t52_Bid Price,0.008384511814106745,lgbm
t57_High Price,0.008336715497691721,lgbm
t27_Bid Price,0.00800353847381982,lgbm
t34_Moving Average 20 Day,0.007781712040056333,lgbm
t48_High Price,0.007331290864273079,lgbm
t45_Bid Price,0.007254866021995385,lgbm
t34_Ask Price,0.007138380064412201,lgbm
t50_Moving Average 20 Day,0.006784532048166089,lgbm
t59_Price to Sales Ratio,0.006418577011695821,lgbm
t33_Moving Average 20 Day,0.006338579603843555,lgbm
t16_bi_rate,0.006173166453463858,lgbm
t32_Price to Sales Ratio,0.005580035745898081,lgbm
t15_Moving Average 20 Day,0.0053934226784385165,lgbm
t26_Low Price,0.005184766919363761,lgbm
t49_High Price,0.0049151837721073946,lgbm
t32_Ask Price,0.0048588772281962875,lgbm
t46_Low Price,0.004686635901682047,lgbm
t35_Moving Average 20 Day,0.004222289130378473,lgbm
t30_Dividend Indicated Yld - Gross,0.004083964080829819,lgbm
t20_Low Price,0.004029895115881754,lgbm
t59_ihsg_close,0.0037349723633102504,lgbm
t48_ihsg_close,0.003644059074426235,lgbm
t03_Low Price,0.0036215676370311206,lgbm
t53_Moving Average 20 Day,0.0035246414729002847,lgbm
t28_Ask Price,0.0034642115827625687,lgbm
t34_Bid Price,0.003454811864639971,lgbm
