feature,importance,rank,bank,case,seed,is_macro_case,is_ga_case
inflation_rate,0.0,16,BBTN,lstm_macro_ga,72,True,True
Moving Average 20 Day,0.0001194210064741,1,BBTN,lstm_macro_ga,82,True,True
Bid Price,7.847993004520158e-05,2,BBTN,lstm_macro_ga,82,True,True
Price to Sales Ratio,7.235201940472635e-05,3,BBTN,lstm_macro_ga,82,True,True
exchange_rate_usd_idr,6.437415251552708e-05,4,BBTN,lstm_macro_ga,82,True,True
Low Price,5.224622824850177e-05,5,BBTN,lstm_macro_ga,82,True,True
Price to Book Ratio,4.2157468851655663e-05,6,BBTN,lstm_macro_ga,82,True,True
Price Earnings Ratio,3.6359956998023296e-05,7,BBTN,lstm_macro_ga,82,True,True
bi_rate,3.213062984055825e-05,8,BBTN,lstm_macro_ga,82,True,True
Price Change 1 Day Percent,2.4815792095891877e-05,9,BBTN,lstm_macro_ga,82,True,True
cpi_index,2.056455964015598e-05,10,BBTN,lstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,1.9525935307943596e-05,11,BBTN,lstm_macro_ga,82,True,True
High Price,1.3713234026605892e-05,12,BBTN,lstm_macro_ga,82,True,True
Ask Price,1.0000548597114783e-05,13,BBTN,lstm_macro_ga,82,True,True
inflation_rate,0.0,14,BBTN,lstm_macro_ga,82,True,True
ihsg_close,0.0,15,BBTN,lstm_macro_ga,82,True,True
ihsg_return_1d,0.0,16,BBTN,lstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0151809131241558,1,BDMN,bilstm_data,42,False,False
Low Price,0.0107989257938849,2,BDMN,bilstm_data,42,False,False
Ask Price,0.0095234482995389,3,BDMN,bilstm_data,42,False,False
Price Change 1 Day Percent,0.0065760033059632,4,BDMN,bilstm_data,42,False,False
Price to Sales Ratio,0.0050301579564499,5,BDMN,bilstm_data,42,False,False
Price to Book Ratio,0.0047436091680234,6,BDMN,bilstm_data,42,False,False
Moving Average 20 Day,0.0039786414020151,7,BDMN,bilstm_data,42,False,False
Bid Price,0.0031433209447034,8,BDMN,bilstm_data,42,False,False
Price Earnings Ratio,0.0029075683540819,9,BDMN,bilstm_data,42,False,False
High Price,0.0001013342291116,10,BDMN,bilstm_data,42,False,False
Low Price,0.0187502992492804,1,BDMN,bilstm_data,52,False,False
Bid Price,0.0164509680308886,2,BDMN,bilstm_data,52,False,False
Price Change 1 Day Percent,0.0122396474778522,3,BDMN,bilstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0100021764906058,4,BDMN,bilstm_data,52,False,False
Price to Book Ratio,0.009339011430053,5,BDMN,bilstm_data,52,False,False
Ask Price,0.0078162134604806,6,BDMN,bilstm_data,52,False,False
High Price,0.0062946997661215,7,BDMN,bilstm_data,52,False,False
Price to Sales Ratio,0.0032577608154194,8,BDMN,bilstm_data,52,False,False
Price Earnings Ratio,0.0009335268531382,9,BDMN,bilstm_data,52,False,False
Moving Average 20 Day,0.0006083299726014,10,BDMN,bilstm_data,52,False,False
Moving Average 20 Day,0.01758234797162,1,BDMN,bilstm_data,62,False,False
Price to Sales Ratio,0.0149799916327336,2,BDMN,bilstm_data,62,False,False
Low Price,0.0139852260245889,3,BDMN,bilstm_data,62,False,False
Ask Price,0.0119605810384705,4,BDMN,bilstm_data,62,False,False
Price to Book Ratio,0.0103125657158671,5,BDMN,bilstm_data,62,False,False
Price Change 1 Day Percent,0.0079773099032334,6,BDMN,bilstm_data,62,False,False
Price Earnings Ratio,0.0046346671656162,7,BDMN,bilstm_data,62,False,False
Dividend Indicated Yld - Gross,0.003598809079267,8,BDMN,bilstm_data,62,False,False
Bid Price,0.0007496517811281,9,BDMN,bilstm_data,62,False,False
High Price,4.62474223847098e-06,10,BDMN,bilstm_data,62,False,False
High Price,0.0095835789709558,1,BDMN,bilstm_data,72,False,False
Moving Average 20 Day,0.0089944141343908,2,BDMN,bilstm_data,72,False,False
Price Change 1 Day Percent,0.0077617258256456,3,BDMN,bilstm_data,72,False,False
Low Price,0.00569747875561,4,BDMN,bilstm_data,72,False,False
Price Earnings Ratio,0.0054923368152231,5,BDMN,bilstm_data,72,False,False
Ask Price,0.0049566557844324,6,BDMN,bilstm_data,72,False,False
Bid Price,0.0048409666051156,7,BDMN,bilstm_data,72,False,False
Price to Book Ratio,0.0032250380917038,8,BDMN,bilstm_data,72,False,False
Dividend Indicated Yld - Gross,0.0016528816001179,9,BDMN,bilstm_data,72,False,False
Price to Sales Ratio,5.363401724025514e-05,10,BDMN,bilstm_data,72,False,False
Price to Sales Ratio,0.0098829420221591,1,BDMN,bilstm_data,82,False,False
Ask Price,0.0090411021929564,2,BDMN,bilstm_data,82,False,False
Price to Book Ratio,0.0089010480720389,3,BDMN,bilstm_data,82,False,False
Price Earnings Ratio,0.0073062649556151,4,BDMN,bilstm_data,82,False,False
Moving Average 20 Day,0.005764841111684,5,BDMN,bilstm_data,82,False,False
Dividend Indicated Yld - Gross,0.0048855913363392,6,BDMN,bilstm_data,82,False,False
Low Price,0.0038262577007925,7,BDMN,bilstm_data,82,False,False
Bid Price,0.0017648638618993,8,BDMN,bilstm_data,82,False,False
High Price,0.0,9,BDMN,bilstm_data,82,False,False
Price Change 1 Day Percent,0.0,10,BDMN,bilstm_data,82,False,False
Price to Sales Ratio,0.0105949717470341,1,BDMN,bilstm_data_ga,42,False,True
Price to Book Ratio,0.0099473399258891,2,BDMN,bilstm_data_ga,42,False,True
Ask Price,0.0091210097805338,3,BDMN,bilstm_data_ga,42,False,True
Bid Price,0.0084303273334323,4,BDMN,bilstm_data_ga,42,False,True
Price Change 1 Day Percent,0.006459867370884,5,BDMN,bilstm_data_ga,42,False,True
Dividend Indicated Yld - Gross,0.0046189636632334,6,BDMN,bilstm_data_ga,42,False,True
Moving Average 20 Day,0.0031046518098769,7,BDMN,bilstm_data_ga,42,False,True
Low Price,0.0022247928776778,8,BDMN,bilstm_data_ga,42,False,True
Price Earnings Ratio,0.0020307468360341,9,BDMN,bilstm_data_ga,42,False,True
High Price,0.0017420876790614,10,BDMN,bilstm_data_ga,42,False,True
Bid Price,0.021575325828356,1,BDMN,bilstm_data_ga,52,False,True
Low Price,0.020240662448729,2,BDMN,bilstm_data_ga,52,False,True
Price to Book Ratio,0.0193322007440858,3,BDMN,bilstm_data_ga,52,False,True
Price Change 1 Day Percent,0.012309608523113,4,BDMN,bilstm_data_ga,52,False,True
Dividend Indicated Yld - Gross,0.0118760451221735,5,BDMN,bilstm_data_ga,52,False,True
Ask Price,0.0066605713761722,6,BDMN,bilstm_data_ga,52,False,True
Price Earnings Ratio,0.0036333249209241,7,BDMN,bilstm_data_ga,52,False,True
High Price,0.0032228153625813,8,BDMN,bilstm_data_ga,52,False,True
Price to Sales Ratio,0.0028072409344733,9,BDMN,bilstm_data_ga,52,False,True
Moving Average 20 Day,0.002705039770808,10,BDMN,bilstm_data_ga,52,False,True
Price to Sales Ratio,0.0189969547130102,1,BDMN,bilstm_data_ga,62,False,True
Price Earnings Ratio,0.0164872429128283,2,BDMN,bilstm_data_ga,62,False,True
Bid Price,0.014884895432624,3,BDMN,bilstm_data_ga,62,False,True
Low Price,0.0080092952644918,4,BDMN,bilstm_data_ga,62,False,True
Dividend Indicated Yld - Gross,0.0072502866794821,5,BDMN,bilstm_data_ga,62,False,True
Ask Price,0.0061069640835436,6,BDMN,bilstm_data_ga,62,False,True
Moving Average 20 Day,0.0044104235033349,7,BDMN,bilstm_data_ga,62,False,True
Price to Book Ratio,0.0034521352790761,8,BDMN,bilstm_data_ga,62,False,True
High Price,0.0031610524792793,9,BDMN,bilstm_data_ga,62,False,True
Price Change 1 Day Percent,0.0027832408594097,10,BDMN,bilstm_data_ga,62,False,True
Price to Sales Ratio,0.0141367739179016,1,BDMN,bilstm_data_ga,72,False,True
High Price,0.012212151454878,2,BDMN,bilstm_data_ga,72,False,True
Price to Book Ratio,0.0087026373737414,3,BDMN,bilstm_data_ga,72,False,True
Moving Average 20 Day,0.007590634242515,4,BDMN,bilstm_data_ga,72,False,True
Ask Price,0.0048178740652898,5,BDMN,bilstm_data_ga,72,False,True
Dividend Indicated Yld - Gross,0.0046267231115295,6,BDMN,bilstm_data_ga,72,False,True
Low Price,0.0044520136997258,7,BDMN,bilstm_data_ga,72,False,True
Price Earnings Ratio,0.0039361108715335,8,BDMN,bilstm_data_ga,72,False,True
Price Change 1 Day Percent,0.0018588583295544,9,BDMN,bilstm_data_ga,72,False,True
Bid Price,0.0001477616363748,10,BDMN,bilstm_data_ga,72,False,True
Low Price,0.0228105536627394,1,BDMN,bilstm_data_ga,82,False,True
Ask Price,0.0121962675767246,2,BDMN,bilstm_data_ga,82,False,True
Moving Average 20 Day,0.0069179852230999,3,BDMN,bilstm_data_ga,82,False,True
Price to Book Ratio,0.0049724590963922,4,BDMN,bilstm_data_ga,82,False,True
Price Earnings Ratio,0.0049604772242067,5,BDMN,bilstm_data_ga,82,False,True
Bid Price,0.0042845408336385,6,BDMN,bilstm_data_ga,82,False,True
Price Change 1 Day Percent,0.0020049196682521,7,BDMN,bilstm_data_ga,82,False,True
High Price,0.0019997034348004,8,BDMN,bilstm_data_ga,82,False,True
Price to Sales Ratio,0.0011374690429095,9,BDMN,bilstm_data_ga,82,False,True
Dividend Indicated Yld - Gross,0.0001733954976468,10,BDMN,bilstm_data_ga,82,False,True
exchange_rate_usd_idr,0.0068155003168309,1,BDMN,bilstm_macro,42,True,False
Price to Book Ratio,0.0057050799205899,2,BDMN,bilstm_macro,42,True,False
bi_rate,0.005685649078805,3,BDMN,bilstm_macro,42,True,False
Dividend Indicated Yld - Gross,0.005086655037788,4,BDMN,bilstm_macro,42,True,False
Bid Price,0.0042973027812937,5,BDMN,bilstm_macro,42,True,False
Price Change 1 Day Percent,0.0041885970897662,6,BDMN,bilstm_macro,42,True,False
High Price,0.0039690818133143,7,BDMN,bilstm_macro,42,True,False
Ask Price,0.0023192535876296,8,BDMN,bilstm_macro,42,True,False
cpi_index,0.0020191074775842,9,BDMN,bilstm_macro,42,True,False
Price to Sales Ratio,0.0017412278141515,10,BDMN,bilstm_macro,42,True,False
Moving Average 20 Day,0.0015304760502961,11,BDMN,bilstm_macro,42,True,False
ihsg_close,0.000333558442071,12,BDMN,bilstm_macro,42,True,False
inflation_rate,8.013302537923188e-05,13,BDMN,bilstm_macro,42,True,False
Price Earnings Ratio,7.045535991589564e-06,14,BDMN,bilstm_macro,42,True,False
Low Price,0.0,15,BDMN,bilstm_macro,42,True,False
ihsg_return_1d,0.0,16,BDMN,bilstm_macro,42,True,False
exchange_rate_usd_idr,0.0104802744366073,1,BDMN,bilstm_macro,52,True,False
Bid Price,0.0104004527704091,2,BDMN,bilstm_macro,52,True,False
cpi_index,0.0068328586300291,3,BDMN,bilstm_macro,52,True,False
ihsg_close,0.0050928394174358,4,BDMN,bilstm_macro,52,True,False
Low Price,0.0043317484097012,5,BDMN,bilstm_macro,52,True,False
Price Change 1 Day Percent,0.0036619247296281,6,BDMN,bilstm_macro,52,True,False
bi_rate,0.0032224757810278,7,BDMN,bilstm_macro,52,True,False
High Price,0.0028048061397081,8,BDMN,bilstm_macro,52,True,False
Ask Price,0.0022187994676641,9,BDMN,bilstm_macro,52,True,False
Price Earnings Ratio,0.001993765788696,10,BDMN,bilstm_macro,52,True,False
Moving Average 20 Day,0.0019597451493609,11,BDMN,bilstm_macro,52,True,False
Dividend Indicated Yld - Gross,2.185993168192669e-05,12,BDMN,bilstm_macro,52,True,False
Price to Book Ratio,0.0,13,BDMN,bilstm_macro,52,True,False
Price to Sales Ratio,0.0,14,BDMN,bilstm_macro,52,True,False
inflation_rate,0.0,15,BDMN,bilstm_macro,52,True,False
ihsg_return_1d,0.0,16,BDMN,bilstm_macro,52,True,False
Bid Price,0.0097729825443821,1,BDMN,bilstm_macro,62,True,False
Price to Sales Ratio,0.0071336431642218,2,BDMN,bilstm_macro,62,True,False
exchange_rate_usd_idr,0.0062561768349648,3,BDMN,bilstm_macro,62,True,False
Ask Price,0.0055253930409283,4,BDMN,bilstm_macro,62,True,False
Moving Average 20 Day,0.0049145380199964,5,BDMN,bilstm_macro,62,True,False
Price Earnings Ratio,0.0033229236751018,6,BDMN,bilstm_macro,62,True,False
inflation_rate,0.0023323179639798,7,BDMN,bilstm_macro,62,True,False
bi_rate,0.0019625052708821,8,BDMN,bilstm_macro,62,True,False
Price to Book Ratio,0.0017802897980436,9,BDMN,bilstm_macro,62,True,False
High Price,0.0016635929998786,10,BDMN,bilstm_macro,62,True,False
cpi_index,0.000845156495925,11,BDMN,bilstm_macro,62,True,False
Low Price,0.0,12,BDMN,bilstm_macro,62,True,False
Dividend Indicated Yld - Gross,0.0,13,BDMN,bilstm_macro,62,True,False
Price Change 1 Day Percent,0.0,14,BDMN,bilstm_macro,62,True,False
ihsg_close,0.0,15,BDMN,bilstm_macro,62,True,False
ihsg_return_1d,0.0,16,BDMN,bilstm_macro,62,True,False
Ask Price,0.0140896122238902,1,BDMN,bilstm_macro,72,True,False
Price to Book Ratio,0.0121623566065358,2,BDMN,bilstm_macro,72,True,False
ihsg_close,0.0102993276487621,3,BDMN,bilstm_macro,72,True,False
Price Earnings Ratio,0.0083487433119444,4,BDMN,bilstm_macro,72,True,False
Low Price,0.0076721159324127,5,BDMN,bilstm_macro,72,True,False
exchange_rate_usd_idr,0.0076312102222194,6,BDMN,bilstm_macro,72,True,False
Bid Price,0.005113722605165,7,BDMN,bilstm_macro,72,True,False
ihsg_return_1d,0.0042552456127143,8,BDMN,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.0028280382425388,9,BDMN,bilstm_macro,72,True,False
Dividend Indicated Yld - Gross,0.0025315500314011,10,BDMN,bilstm_macro,72,True,False
Price to Sales Ratio,0.0015469650663564,11,BDMN,bilstm_macro,72,True,False
bi_rate,0.0001584715093486,12,BDMN,bilstm_macro,72,True,False
Moving Average 20 Day,0.0,13,BDMN,bilstm_macro,72,True,False
High Price,0.0,14,BDMN,bilstm_macro,72,True,False
cpi_index,0.0,15,BDMN,bilstm_macro,72,True,False
inflation_rate,0.0,16,BDMN,bilstm_macro,72,True,False
Price Change 1 Day Percent,0.0216688696838294,1,BDMN,bilstm_macro,82,True,False
High Price,0.014301076841851,2,BDMN,bilstm_macro,82,True,False
exchange_rate_usd_idr,0.0113381948593693,3,BDMN,bilstm_macro,82,True,False
Price to Book Ratio,0.0051298019903091,4,BDMN,bilstm_macro,82,True,False
Low Price,0.0051108735341889,5,BDMN,bilstm_macro,82,True,False
bi_rate,0.0048867961081365,6,BDMN,bilstm_macro,82,True,False
Price to Sales Ratio,0.0043321450008079,7,BDMN,bilstm_macro,82,True,False
cpi_index,0.0036246786670138,8,BDMN,bilstm_macro,82,True,False
ihsg_close,0.0024633589549921,9,BDMN,bilstm_macro,82,True,False
Ask Price,0.0020833333333333,10,BDMN,bilstm_macro,82,True,False
ihsg_return_1d,0.0017270958206305,11,BDMN,bilstm_macro,82,True,False
Moving Average 20 Day,0.0009656961231181,12,BDMN,bilstm_macro,82,True,False
Bid Price,0.0007392373440476,13,BDMN,bilstm_macro,82,True,False
Dividend Indicated Yld - Gross,0.0003585251009402,14,BDMN,bilstm_macro,82,True,False
Price Earnings Ratio,0.0,15,BDMN,bilstm_macro,82,True,False
inflation_rate,0.0,16,BDMN,bilstm_macro,82,True,False
Price to Book Ratio,0.0087691056257527,1,BDMN,bilstm_macro_ga,42,True,True
High Price,0.0079704536148162,2,BDMN,bilstm_macro_ga,42,True,True
cpi_index,0.006184098691382,3,BDMN,bilstm_macro_ga,42,True,True
Price to Sales Ratio,0.005935203997069,4,BDMN,bilstm_macro_ga,42,True,True
Price Earnings Ratio,0.0056423611111111,5,BDMN,bilstm_macro_ga,42,True,True
Bid Price,0.0038157856719668,6,BDMN,bilstm_macro_ga,42,True,True
inflation_rate,0.0030311212273469,7,BDMN,bilstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0020835249170583,8,BDMN,bilstm_macro_ga,42,True,True
exchange_rate_usd_idr,0.0019584233426333,9,BDMN,bilstm_macro_ga,42,True,True
ihsg_close,0.001910079549305,10,BDMN,bilstm_macro_ga,42,True,True
bi_rate,0.0017157381041518,11,BDMN,bilstm_macro_ga,42,True,True
Low Price,0.000438873246423,12,BDMN,bilstm_macro_ga,42,True,True
Ask Price,6.506471739460859e-05,13,BDMN,bilstm_macro_ga,42,True,True
Moving Average 20 Day,0.0,14,BDMN,bilstm_macro_ga,42,True,True
Dividend Indicated Yld - Gross,0.0,15,BDMN,bilstm_macro_ga,42,True,True
ihsg_return_1d,0.0,16,BDMN,bilstm_macro_ga,42,True,True
Price Change 1 Day Percent,0.0103531765889783,1,BDMN,bilstm_macro_ga,52,True,True
ihsg_close,0.0092038454890522,2,BDMN,bilstm_macro_ga,52,True,True
inflation_rate,0.0067524433742316,3,BDMN,bilstm_macro_ga,52,True,True
Bid Price,0.0048984015491441,4,BDMN,bilstm_macro_ga,52,True,True
Low Price,0.0041377693516551,5,BDMN,bilstm_macro_ga,52,True,True
Moving Average 20 Day,0.0040776653283197,6,BDMN,bilstm_macro_ga,52,True,True
High Price,0.0038529013846224,7,BDMN,bilstm_macro_ga,52,True,True
exchange_rate_usd_idr,0.003258696028206,8,BDMN,bilstm_macro_ga,52,True,True
bi_rate,0.0023707401936311,9,BDMN,bilstm_macro_ga,52,True,True
Price Earnings Ratio,0.0019764663467261,10,BDMN,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0016182942810701,11,BDMN,bilstm_macro_ga,52,True,True
Ask Price,0.001166950444652,12,BDMN,bilstm_macro_ga,52,True,True
Price to Book Ratio,0.0004964412393746,13,BDMN,bilstm_macro_ga,52,True,True
cpi_index,0.0002391520543217,14,BDMN,bilstm_macro_ga,52,True,True
Dividend Indicated Yld - Gross,0.0,15,BDMN,bilstm_macro_ga,52,True,True
ihsg_return_1d,0.0,16,BDMN,bilstm_macro_ga,52,True,True
Price to Sales Ratio,0.0127509953606123,1,BDMN,bilstm_macro_ga,62,True,True
Moving Average 20 Day,0.0120190070119376,2,BDMN,bilstm_macro_ga,62,True,True
bi_rate,0.0101952966115075,3,BDMN,bilstm_macro_ga,62,True,True
inflation_rate,0.0078447831092247,4,BDMN,bilstm_macro_ga,62,True,True
Bid Price,0.0065502752154134,5,BDMN,bilstm_macro_ga,62,True,True
Ask Price,0.0059508943076555,6,BDMN,bilstm_macro_ga,62,True,True
Price Change 1 Day Percent,0.0057260516332462,7,BDMN,bilstm_macro_ga,62,True,True
cpi_index,0.0042814214224927,8,BDMN,bilstm_macro_ga,62,True,True
Price Earnings Ratio,0.0010511238929272,9,BDMN,bilstm_macro_ga,62,True,True
Dividend Indicated Yld - Gross,0.0003240666400718,10,BDMN,bilstm_macro_ga,62,True,True
High Price,0.0003240666400718,11,BDMN,bilstm_macro_ga,62,True,True
Low Price,0.0,12,BDMN,bilstm_macro_ga,62,True,True
Price to Book Ratio,0.0,13,BDMN,bilstm_macro_ga,62,True,True
exchange_rate_usd_idr,0.0,14,BDMN,bilstm_macro_ga,62,True,True
ihsg_close,0.0,15,BDMN,bilstm_macro_ga,62,True,True
ihsg_return_1d,0.0,16,BDMN,bilstm_macro_ga,62,True,True
Low Price,0.0207959879998169,1,BDMN,bilstm_macro_ga,72,True,True
exchange_rate_usd_idr,0.0110329724887075,2,BDMN,bilstm_macro_ga,72,True,True
Price Earnings Ratio,0.0061544007078434,3,BDMN,bilstm_macro_ga,72,True,True
bi_rate,0.005094134566995,4,BDMN,bilstm_macro_ga,72,True,True
ihsg_close,0.0045029400188165,5,BDMN,bilstm_macro_ga,72,True,True
Price Change 1 Day Percent,0.0044929954397957,6,BDMN,bilstm_macro_ga,72,True,True
High Price,0.0033743496932503,7,BDMN,bilstm_macro_ga,72,True,True
Bid Price,0.0017722802288416,8,BDMN,bilstm_macro_ga,72,True,True
Price to Book Ratio,0.0008473714580759,9,BDMN,bilstm_macro_ga,72,True,True
Price to Sales Ratio,0.0008157215443336,10,BDMN,bilstm_macro_ga,72,True,True
Dividend Indicated Yld - Gross,0.0001632147636781,11,BDMN,bilstm_macro_ga,72,True,True
Moving Average 20 Day,2.6401679497212864e-05,12,BDMN,bilstm_macro_ga,72,True,True
ihsg_return_1d,2.140801710387164e-05,13,BDMN,bilstm_macro_ga,72,True,True
Ask Price,0.0,14,BDMN,bilstm_macro_ga,72,True,True
cpi_index,0.0,15,BDMN,bilstm_macro_ga,72,True,True
inflation_rate,0.0,16,BDMN,bilstm_macro_ga,72,True,True
cpi_index,0.008486729110397,1,BDMN,bilstm_macro_ga,82,True,True
Price to Book Ratio,0.0075964125112174,2,BDMN,bilstm_macro_ga,82,True,True
Price to Sales Ratio,0.0069797893822396,3,BDMN,bilstm_macro_ga,82,True,True
Low Price,0.0058436241500506,4,BDMN,bilstm_macro_ga,82,True,True
bi_rate,0.0048941879567185,5,BDMN,bilstm_macro_ga,82,True,True
Dividend Indicated Yld - Gross,0.0045577341630026,6,BDMN,bilstm_macro_ga,82,True,True
ihsg_close,0.0040296637802384,7,BDMN,bilstm_macro_ga,82,True,True
High Price,0.0028982875314492,8,BDMN,bilstm_macro_ga,82,True,True
Price Change 1 Day Percent,0.0025024578292989,9,BDMN,bilstm_macro_ga,82,True,True
Moving Average 20 Day,0.0015156963633974,10,BDMN,bilstm_macro_ga,82,True,True
exchange_rate_usd_idr,0.0014721263153963,11,BDMN,bilstm_macro_ga,82,True,True
inflation_rate,0.0012219602479793,12,BDMN,bilstm_macro_ga,82,True,True
Ask Price,0.0009466790565056,13,BDMN,bilstm_macro_ga,82,True,True
Price Earnings Ratio,0.0003125213543777,14,BDMN,bilstm_macro_ga,82,True,True
Bid Price,0.0,15,BDMN,bilstm_macro_ga,82,True,True
ihsg_return_1d,0.0,16,BDMN,bilstm_macro_ga,82,True,True
Price to Sales Ratio,0.0094543082615928,1,BDMN,lstm_data,42,False,False
Dividend Indicated Yld - Gross,0.0075589173931196,2,BDMN,lstm_data,42,False,False
Moving Average 20 Day,0.0063715849427454,3,BDMN,lstm_data,42,False,False
Price to Book Ratio,0.0062559013674116,4,BDMN,lstm_data,42,False,False
Low Price,0.0056991973976083,5,BDMN,lstm_data,42,False,False
High Price,0.0050429020419162,6,BDMN,lstm_data,42,False,False
Ask Price,0.0040141490472706,7,BDMN,lstm_data,42,False,False
Price Change 1 Day Percent,0.0030652906521481,8,BDMN,lstm_data,42,False,False
Bid Price,0.0027346057123698,9,BDMN,lstm_data,42,False,False
Price Earnings Ratio,0.0009535415430339,10,BDMN,lstm_data,42,False,False
Low Price,0.0181512759794713,1,BDMN,lstm_data,52,False,False
High Price,0.0157975909249055,2,BDMN,lstm_data,52,False,False
Price Change 1 Day Percent,0.0113126719141534,3,BDMN,lstm_data,52,False,False
Moving Average 20 Day,0.0085241769308534,4,BDMN,lstm_data,52,False,False
Price to Book Ratio,0.0067865238744869,5,BDMN,lstm_data,52,False,False
Dividend Indicated Yld - Gross,0.0056315819422403,6,BDMN,lstm_data,52,False,False
Price to Sales Ratio,0.0053189618246203,7,BDMN,lstm_data,52,False,False
Ask Price,0.0050768356677144,8,BDMN,lstm_data,52,False,False
Price Earnings Ratio,0.0025204832583161,9,BDMN,lstm_data,52,False,False
Bid Price,0.0023422233954382,10,BDMN,lstm_data,52,False,False
