feature,importance
Price Earnings Ratio,0.01249448488961208
Low Price,0.011208887017952909
ihsg_return_1d,0.008121329313144092
Bid Price,0.0031854563475159615
Price to Sales Ratio,0.0023453303442996292
exchange_rate_usd_idr,0.0022276758374775757
Price to Book Ratio,0.001661638198452729
cpi_index,0.0010329132862453867
High Price,0.0010296093775347503
Moving Average 20 Day,0.000617644465172715
Price Change 1 Day Percent,0.00040519418422870716
bi_rate,0.0002069813605178041
Ask Price,0.0001315510674127542
Dividend Indicated Yld - Gross,2.8993280526876107e-05
inflation_rate,0.0
ihsg_close,0.0
