feature,importance
Ask Price,0.007865189765368515
Bid Price,0.00736345677139875
Price to Sales Ratio,0.005572127750041695
High Price,0.0050621429843109135
Price Earnings Ratio,0.003306177038811708
Price Change 1 Day Percent,0.0032975482326611863
Price to Book Ratio,0.003149604963774928
Moving Average 20 Day,0.002925389625786819
Low Price,0.0023108136856488303
Dividend Indicated Yld - Gross,0.001967433031074349
